geo_point_2d;geo_shape;osm_id;couvert;capacite;nom;acces;payant;surveille;type;insee_com;nom_com;date_modif;notes
48.84860259905177,2.3974013000000003;"{""coordinates"": [2.3974013, 48.84860259905177], ""type"": ""Point""}";n5686052202;NON;10;;public;NON;NON;arceaux;75111;11e Arrondissement;2018-06;
48.87413919905195,2.3581092999999997;"{""coordinates"": [2.3581093, 48.87413919905195], ""type"": ""Point""}";n3526390219;NON;16;;public;NON;NON;arceaux;75110;10e Arrondissement;2018-05;
48.85534019905182,2.3272337999999997;"{""coordinates"": [2.3272338, 48.85534019905182], ""type"": ""Point""}";n7601938898;NON;4;;public;NON;NON;arceaux;75107;7e Arrondissement;2020-06;
48.89299589905207,2.4119368;"{""coordinates"": [2.4119368, 48.89299589905207], ""type"": ""Point""}";n9178887815;NON;10;;public;NON;NON;arceaux;93055;Pantin;2021-10;
48.71378509905085,2.2432372999999983;"{""coordinates"": [2.2432373, 48.71378509905085], ""type"": ""Point""}";n5181285035;NON;6;Station Vélo;public;NON;NON;arceaux;91477;Palaiseau;2021-01;
48.92186149905226,2.295576100000001;"{""coordinates"": [2.2955761, 48.92186149905226], ""type"": ""Point""}";n8536857375;NON;6;;public;NON;NON;arceaux;92036;Gennevilliers;2021-03;
49.009674499052856,2.1976340999999997;"{""coordinates"": [2.1976341, 49.009674499052856], ""type"": ""Point""}";n7896028257;NON;5;;public;NON;NON;arceaux;95051;Beauchamp;2021-08;
48.842534299051735,2.3349000999999996;"{""coordinates"": [2.3349001, 48.842534299051735], ""type"": ""Point""}";n8636544861;NON;18;;public;NON;NON;autres;75106;6e Arrondissement;2021-08;
48.859732899051856,2.438438499999999;"{""coordinates"": [2.4384385, 48.859732899051856], ""type"": ""Point""}";n7652110712;NON;4;;public;NON;NON;arceaux;93048;Montreuil;2020-06;
48.854806499051826,2.3146289;"{""coordinates"": [2.3146289, 48.854806499051826], ""type"": ""Point""}";n7599478947;NON;6;;public;NON;NON;arceaux;75107;7e Arrondissement;2020-06;
48.83116089905164,2.3645316;"{""coordinates"": [2.3645316, 48.83116089905164], ""type"": ""Point""}";n7513749199;NON;4;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-06;
48.84325599905172,2.231133999999999;"{""coordinates"": [2.231134, 48.84325599905172], ""type"": ""Point""}";n1324794743;NON;0;;public;NON;NON;inconnu;92012;Boulogne-Billancourt;2011-06;
48.88737169905203,2.3874015999999996;"{""coordinates"": [2.3874016, 48.88737169905203], ""type"": ""Point""}";n429584562;NON;6;;public;NON;NON;arceaux;75119;19e Arrondissement;2018-05;
48.79899289905143,2.3816265;"{""coordinates"": [2.3816265, 48.79899289905143], ""type"": ""Point""}";n8685614217;NON;10;;public;NON;NON;arceaux;94081;Vitry-sur-Seine;2021-04;
48.5182908990496,2.2619980999999996;"{""coordinates"": [2.2619981, 48.5182908990496], ""type"": ""Point""}";n7995196018;NON;6;;public;NON;NON;inconnu;91330;Lardy;2020-10;
48.88391939905201,2.331848599999999;"{""coordinates"": [2.3318486, 48.88391939905201], ""type"": ""Point""}";n5625185252;NON;2;;public;NON;NON;arceaux;75109;9e Arrondissement;2020-11;
48.83115799905164,2.3088206;"{""coordinates"": [2.3088206, 48.83115799905164], ""type"": ""Point""}";n8016251235;OUI;6;Vercingétorix - abri à vélos sécurisé;clientele;OUI;NON;abri;75114;14e Arrondissement;2021-09;
48.98810769905272,2.2072455999999994;"{""coordinates"": [2.2072456, 48.98810769905272], ""type"": ""Point""}";n9053517180;OUI;16;;public;NON;NON;arceaux;95252;Franconville;2021-09;
48.78302079905132,2.0417222999999987;"{""coordinates"": [2.0417223, 48.78302079905132], ""type"": ""Point""}";n5664223807;OUI;8;;public;NON;NON;arceaux;78423;Montigny-le-Bretonneux;2018-06;
48.67763659905062,2.1784428999999994;"{""coordinates"": [2.1784429, 48.67763659905062], ""type"": ""Point""}";n7658130385;NON;6;;public;NON;NON;arceaux;91692;Les Ulis;2020-06;
48.85733039905182,2.3290489999999986;"{""coordinates"": [2.329049, 48.85733039905182], ""type"": ""Point""}";n8463633271;NON;0;;public;NON;NON;autres;75107;7e Arrondissement;2021-02;
48.850011799051785,2.3026915999999997;"{""coordinates"": [2.3026916, 48.850011799051785], ""type"": ""Point""}";n7599478983;NON;4;;public;NON;NON;inconnu;75115;15e Arrondissement;2021-07;
48.84448859905174,2.3096478000000005;"{""coordinates"": [2.3096478, 48.84448859905174], ""type"": ""Point""}";n8401636857;NON;10;;public;NON;NON;autres;75115;15e Arrondissement;2021-02;
48.90130449905213,2.2439299999999993;"{""coordinates"": [2.24393, 48.90130449905213], ""type"": ""Point""}";n5164509925;NON;8;;public;NON;NON;arceaux;92026;Courbevoie;2017-10;
48.83083969905165,2.2413203999999993;"{""coordinates"": [2.2413204, 48.83083969905165], ""type"": ""Point""}";n985431405;NON;0;;public;NON;NON;inconnu;92012;Boulogne-Billancourt;2010-11;
48.875010699051934,2.3740802000000003;"{""coordinates"": [2.3740802, 48.875010699051934], ""type"": ""Point""}";n8339923762;NON;0;;privee;NON;NON;inconnu;75119;19e Arrondissement;2021-01;
48.61784439905023,2.541751099999999;"{""coordinates"": [2.5417511, 48.61784439905023], ""type"": ""Point""}";n5354251571;NON;24;;public;NON;NON;arceaux;77251;Lieusaint;2021-11;
48.78651599053504,2.0443229916325394;"{""coordinates"": [2.044322991632539, 48.78651599053504], ""type"": ""Point""}";w640265783;OUI;108;;public;NON;NON;arceaux;78423;Montigny-le-Bretonneux;2018-11;
48.84183399905174,2.2665608;"{""coordinates"": [2.2665608, 48.84183399905174], ""type"": ""Point""}";n7604956877;NON;10;;public;NON;NON;arceaux;75116;16e Arrondissement;2021-09;
48.821302999051575,2.3290057999999987;"{""coordinates"": [2.3290058, 48.821302999051575], ""type"": ""Point""}";n5691496725;NON;10;;public;NON;NON;arceaux;75114;14e Arrondissement;2018-06;
48.86596479905188,2.3492242999999986;"{""coordinates"": [2.3492243, 48.86596479905188], ""type"": ""Point""}";n5625212001;NON;22;;public;NON;NON;arceaux;75102;2e Arrondissement;2021-02;
48.87461699905194,2.3610353999999987;"{""coordinates"": [2.3610354, 48.87461699905194], ""type"": ""Point""}";n8187983056;NON;4;;public;NON;NON;autres;75110;10e Arrondissement;2020-12;
48.876827699051965,2.2674095999999992;"{""coordinates"": [2.2674096, 48.876827699051965], ""type"": ""Point""}";n4058631255;NON;10;;public;NON;NON;arceaux;75116;16e Arrondissement;2018-01;
48.89079359905207,2.3622595000000004;"{""coordinates"": [2.3622595, 48.89079359905207], ""type"": ""Point""}";n5596102051;NON;10;;public;NON;NON;arceaux;75118;18e Arrondissement;2018-05;
48.905616299052156,2.2657643000000003;"{""coordinates"": [2.2657643, 48.905616299052156], ""type"": ""Point""}";n3697398440;NON;12;;clientele;NON;NON;arceaux;92009;Bois-Colombes;2015-08;
48.86630339905187,2.2734466999999996;"{""coordinates"": [2.2734467, 48.86630339905187], ""type"": ""Point""}";n8460935816;NON;8;;public;NON;NON;autres;75116;16e Arrondissement;2021-02;
48.87717669905195,2.3218466999999996;"{""coordinates"": [2.3218467, 48.87717669905195], ""type"": ""Point""}";n8715236304;NON;8;;public;NON;NON;arceaux;75108;8e Arrondissement;2021-09;
48.83314419905166,2.3313022999999995;"{""coordinates"": [2.3313023, 48.83314419905166], ""type"": ""Point""}";n8995875618;NON;6;;public;NON;NON;arceaux;75114;14e Arrondissement;2021-08;
48.840018599051724,2.2188306;"{""coordinates"": [2.2188306, 48.840018599051724], ""type"": ""Point""}";n6681736795;NON;6;;public;NON;NON;arceaux;92064;Saint-Cloud;2019-08;
48.89519949905208,2.2986453999999994;"{""coordinates"": [2.2986454, 48.89519949905208], ""type"": ""Point""}";n8074256527;NON;8;;public;NON;NON;arceaux;92044;Levallois-Perret;2020-11;
48.885976399052026,2.3899077999999996;"{""coordinates"": [2.3899078, 48.885976399052026], ""type"": ""Point""}";n5627504704;NON;10;;public;NON;NON;inconnu;75119;19e Arrondissement;2018-05;
48.78624469905135,2.0443208;"{""coordinates"": [2.0443208, 48.78624469905135], ""type"": ""Point""}";w188185524;OUI;12;;public;NON;NON;arceaux;78423;Montigny-le-Bretonneux;2018-11;
48.832689499051654,2.3567402;"{""coordinates"": [2.3567402, 48.832689499051654], ""type"": ""Point""}";n7537095847;NON;8;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-07;
48.88844849905203,2.2973576999999996;"{""coordinates"": [2.2973577, 48.88844849905203], ""type"": ""Point""}";n8644333391;NON;5;;public;NON;NON;autres;75117;17e Arrondissement;2021-04;
48.83788659905169,2.234067899999999;"{""coordinates"": [2.2340679, 48.83788659905169], ""type"": ""Point""}";w73019390;NON;38;;public;NON;NON;arceaux;92012;Boulogne-Billancourt;2013-06;
48.88978459905206,2.3277515999999987;"{""coordinates"": [2.3277516, 48.88978459905206], ""type"": ""Point""}";n5623107462;NON;14;;public;NON;NON;inconnu;75118;18e Arrondissement;2018-05;
48.84318219905173,2.3423467;"{""coordinates"": [2.3423467, 48.84318219905173], ""type"": ""Point""}";n7537095787;NON;6;;public;NON;NON;arceaux;75105;5e Arrondissement;2021-04;
48.825921399051616,2.3513257999999997;"{""coordinates"": [2.3513258, 48.825921399051616], ""type"": ""Point""}";n8508161231;NON;10;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-04;
48.80613769905149,2.0679133000000007;"{""coordinates"": [2.0679133, 48.80613769905149], ""type"": ""Point""}";n7876939803;NON;0;;privee;NON;NON;inconnu;78545;Saint-Cyr-l'École;2020-09;
48.84633669905175,2.3520046000000003;"{""coordinates"": [2.3520046, 48.84633669905175], ""type"": ""Point""}";n5628655337;NON;8;;public;NON;NON;inconnu;75105;5e Arrondissement;2018-05;
48.8531195990518,2.4276733999999998;"{""coordinates"": [2.4276734, 48.8531195990518], ""type"": ""Point""}";n7649730488;NON;10;;public;NON;NON;arceaux;93048;Montreuil;2020-06;
48.85666749905182,2.3873859;"{""coordinates"": [2.3873859, 48.85666749905182], ""type"": ""Point""}";n7642307721;NON;2;;public;NON;NON;arceaux;75111;11e Arrondissement;2021-01;
48.84409399905175,2.4107214;"{""coordinates"": [2.4107214, 48.84409399905175], ""type"": ""Point""}";n2177689630;NON;14;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-05;
48.83146199905165,2.3664473;"{""coordinates"": [2.3664473, 48.83146199905165], ""type"": ""Point""}";n7683284835;NON;0;;public;NON;NON;autres;75113;13e Arrondissement;2021-07;
48.82179489905159,2.2883964999999993;"{""coordinates"": [2.2883965, 48.82179489905159], ""type"": ""Point""}";n5210874425;NON;4;;public;NON;NON;arceaux;92075;Vanves;2020-11;
48.84023129905171,2.3363356000000004;"{""coordinates"": [2.3363356, 48.84023129905171], ""type"": ""Point""}";n7490010145;NON;10;;public;NON;NON;arceaux;75106;6e Arrondissement;2021-03;
48.88565239905203,2.318396;"{""coordinates"": [2.318396, 48.88565239905203], ""type"": ""Point""}";n5679765976;NON;16;;public;NON;NON;arceaux;75117;17e Arrondissement;2018-06;
48.884235599052,2.365609299999999;"{""coordinates"": [2.3656093, 48.884235599052], ""type"": ""Point""}";n7628328751;NON;10;;public;NON;NON;inconnu;75110;10e Arrondissement;2020-11;
48.71203329905085,2.1660519999999988;"{""coordinates"": [2.166052, 48.71203329905085], ""type"": ""Point""}";n3980755365;NON;10;;public;NON;NON;arceaux;91272;Gif-sur-Yvette;2017-04;
48.79465769905141,2.1219022000000005;"{""coordinates"": [2.1219022, 48.79465769905141], ""type"": ""Point""}";n8138333479;NON;24;;public;NON;NON;inconnu;78646;Versailles;2020-11;
48.890431499052056,2.3117873999999996;"{""coordinates"": [2.3117874, 48.890431499052056], ""type"": ""Point""}";n8868495261;NON;8;;public;NON;NON;arceaux;75117;17e Arrondissement;2021-06;
48.82784139905163,2.3667447999999993;"{""coordinates"": [2.3667448, 48.82784139905163], ""type"": ""Point""}";n7899424904;NON;0;;public;NON;NON;autres;75113;13e Arrondissement;2021-05;
48.84022729905171,2.3462854999999996;"{""coordinates"": [2.3462855, 48.84022729905171], ""type"": ""Point""}";n8143294859;NON;0;;public;NON;NON;autres;75105;5e Arrondissement;2021-06;
48.73133289905098,2.2560436;"{""coordinates"": [2.2560436, 48.73133289905098], ""type"": ""Point""}";n8473526360;NON;8;;public;NON;NON;arceaux;91377;Massy;2021-02;
48.847378699051745,2.4105384999999995;"{""coordinates"": [2.4105385, 48.847378699051745], ""type"": ""Point""}";n5630745390;NON;8;;public;NON;NON;arceaux;75120;20e Arrondissement;2018-12;
48.87824619905196,2.3829871999999996;"{""coordinates"": [2.3829872, 48.87824619905196], ""type"": ""Point""}";n5627504711;NON;2;;public;NON;NON;inconnu;75119;19e Arrondissement;2018-05;
48.828212899051636,2.2792392000000006;"{""coordinates"": [2.2792392, 48.828212899051636], ""type"": ""Point""}";n4560934631;NON;24;;public;NON;NON;arceaux;92040;Issy-les-Moulineaux;2021-12;
48.7058424990508,2.212628599999999;"{""coordinates"": [2.2126286, 48.7058424990508], ""type"": ""Point""}";n2506457722;NON;20;;public;NON;NON;arceaux;91477;Palaiseau;2020-10;
48.77687389905129,2.314501899999999;"{""coordinates"": [2.3145019, 48.77687389905129], ""type"": ""Point""}";n6214121035;NON;10;;public;NON;NON;arceaux;92014;Bourg-la-Reine;2019-01;
48.84311569905173,2.2934801;"{""coordinates"": [2.2934801, 48.84311569905173], ""type"": ""Point""}";n7181973085;NON;8;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-04;
48.8521258990518,2.3106945999999993;"{""coordinates"": [2.3106946, 48.8521258990518], ""type"": ""Point""}";n5615712514;NON;6;;public;NON;NON;inconnu;75107;7e Arrondissement;2018-05;
48.95766279905249,2.5068227000000003;"{""coordinates"": [2.5068227, 48.95766279905249], ""type"": ""Point""}";n623994508;NON;0;;public;NON;NON;inconnu;93005;Aulnay-sous-Bois;2010-01;
48.853920499051796,2.309297299999999;"{""coordinates"": [2.3092973, 48.853920499051796], ""type"": ""Point""}";n8384413912;NON;8;;public;NON;NON;autres;75107;7e Arrondissement;2021-12;
48.80768979905149,2.3532512999999997;"{""coordinates"": [2.3532513, 48.80768979905149], ""type"": ""Point""}";n3835991958;NON;0;;public;NON;NON;inconnu;94043;Le Kremlin-Bicêtre;2021-06;
48.885831599052025,2.3496392999999998;"{""coordinates"": [2.3496393, 48.885831599052025], ""type"": ""Point""}";n5623106810;NON;24;;public;NON;NON;inconnu;75118;18e Arrondissement;2021-07;
48.808813599051504,2.190497899999999;"{""coordinates"": [2.1904979, 48.808813599051504], ""type"": ""Point""}";n6264795379;NON;12;;public;NON;NON;arceaux;92022;Chaville;2021-08;
48.97288509905262,2.3065921;"{""coordinates"": [2.3065921, 48.97288509905262], ""type"": ""Point""}";n8856358692;NON;14;;public;NON;NON;arceaux;95210;Enghien-les-Bains;2021-06;
48.83370179905167,2.403701199999999;"{""coordinates"": [2.4037012, 48.83370179905167], ""type"": ""Point""}";n7264745709;NON;14;;public;NON;NON;arceaux;75112;12e Arrondissement;2021-07;
48.676337499050625,2.3862374999999996;"{""coordinates"": [2.3862375, 48.676337499050625], ""type"": ""Point""}";w480299367;OUI;10;;public;NON;NON;arceaux;91687;Viry-Châtillon;2021-10;
48.72887419905096,2.2872567999999998;"{""coordinates"": [2.2872568, 48.72887419905096], ""type"": ""Point""}";n5150744164;NON;2;;public;NON;NON;arceaux;91377;Massy;2017-10;
48.8693153990519,2.3642929999999995;"{""coordinates"": [2.364293, 48.8693153990519], ""type"": ""Point""}";n5613890081;NON;10;;public;NON;NON;inconnu;75110;10e Arrondissement;2019-03;
48.76788769905122,1.9492911999999987;"{""coordinates"": [1.9492912, 48.76788769905122], ""type"": ""Point""}";n8859211417;NON;12;;public;NON;NON;arceaux;78208;Élancourt;2021-06;
48.847795599051764,2.2910398999999995;"{""coordinates"": [2.2910399, 48.847795599051764], ""type"": ""Point""}";n7597522605;NON;2;;public;NON;NON;arceaux;75115;15e Arrondissement;2020-06;
48.83583649905167,2.3511882;"{""coordinates"": [2.3511882, 48.83583649905167], ""type"": ""Point""}";n5688892783;NON;2;;public;NON;NON;arceaux;75113;13e Arrondissement;2018-06;
48.89204159905208,2.231990399999999;"{""coordinates"": [2.2319904, 48.89204159905208], ""type"": ""Point""}";n4053623662;NON;68;;public;NON;NON;arceaux;92062;Puteaux;2021-06;
48.928567299052304,2.1787471999999983;"{""coordinates"": [2.1787472, 48.928567299052304], ""type"": ""Point""}";n8825557491;NON;12;;clientele;NON;NON;ratelier;78311;Houilles;2021-06;
48.84904689905177,2.4218824;"{""coordinates"": [2.4218824, 48.84904689905177], ""type"": ""Point""}";n4665757125;NON;10;25/27 rue Huchon;public;NON;NON;arceaux;94080;Vincennes;2017-02;
48.81523929905156,2.3110848999999996;"{""coordinates"": [2.3110849, 48.81523929905156], ""type"": ""Point""}";n8850458917;NON;10;;public;NON;NON;arceaux;92049;Montrouge;2021-07;
48.883128399052,2.3458053999999993;"{""coordinates"": [2.3458054, 48.883128399052], ""type"": ""Point""}";n816764752;NON;6;;public;NON;NON;arceaux;75109;9e Arrondissement;2020-11;
48.87135019905193,2.392025;"{""coordinates"": [2.392025, 48.87135019905193], ""type"": ""Point""}";n5630745388;NON;10;;public;NON;NON;inconnu;75120;20e Arrondissement;2018-05;
48.84893309905178,2.2961533999999992;"{""coordinates"": [2.2961534, 48.84893309905178], ""type"": ""Point""}";n5628186440;NON;12;;public;NON;NON;inconnu;75115;15e Arrondissement;2018-05;
48.84857329905178,2.2605001;"{""coordinates"": [2.2605001, 48.84857329905178], ""type"": ""Point""}";n8458593902;NON;8;;public;NON;NON;autres;75116;16e Arrondissement;2021-07;
48.84996449905179,2.3026648999999995;"{""coordinates"": [2.3026649, 48.84996449905179], ""type"": ""Point""}";n7599478982;NON;4;;public;NON;NON;inconnu;75115;15e Arrondissement;2021-07;
48.87752239905197,2.3956514999999987;"{""coordinates"": [2.3956515, 48.87752239905197], ""type"": ""Point""}";n5518213315;NON;10;;public;NON;NON;arceaux;75119;19e Arrondissement;2019-09;
48.84557509905175,2.370664900000001;"{""coordinates"": [2.3706649, 48.84557509905175], ""type"": ""Point""}";n7642307710;NON;2;;public;NON;NON;arceaux;75112;12e Arrondissement;2021-01;
48.83219089905165,2.3392727999999994;"{""coordinates"": [2.3392728, 48.83219089905165], ""type"": ""Point""}";n2607692192;NON;22;;public;NON;NON;arceaux;75114;14e Arrondissement;2018-05;
48.827779399051636,2.3314464;"{""coordinates"": [2.3314464, 48.827779399051636], ""type"": ""Point""}";n2328496621;NON;10;;public;NON;NON;arceaux;75114;14e Arrondissement;2021-04;
48.70531179905082,2.4586017999999994;"{""coordinates"": [2.4586018, 48.70531179905082], ""type"": ""Point""}";n6873347261;NON;4;;public;NON;NON;arceaux;91421;Montgeron;2019-10;
48.483122599049366,2.3475691999999992;"{""coordinates"": [2.3475692, 48.483122599049366], ""type"": ""Point""}";n2295783630;NON;3;;public;NON;NON;arceaux;91232;La Ferté-Alais;2013-05;
48.82838739905164,2.2338104999999997;"{""coordinates"": [2.2338105, 48.82838739905164], ""type"": ""Point""}";n1675825651;NON;0;;public;NON;NON;inconnu;92012;Boulogne-Billancourt;2012-03;
48.78121729905133,2.2972610999999987;"{""coordinates"": [2.2972611, 48.78121729905133], ""type"": ""Point""}";n569940911;NON;12;;public;NON;NON;arceaux;92071;Sceaux;2019-05;
48.83201129905164,2.4039322000000007;"{""coordinates"": [2.4039322, 48.83201129905164], ""type"": ""Point""}";n2274517027;NON;14;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-05;
