ID_station;station_name;month;value;type
7113;Berges de Seine - Musée d'Orsay;Mars;;departure
8001;Petit Palais;Mars;2630;departure
8002;Gare Saint-Lazare - Cour du Havre;Mars;11403;departure
8003;Galilée - Vernet;Mars;769;departure
8004;Malesherbes - Place de la Madeleine;Mars;4030;departure
8007;Rome - Provence;Mars;2054;departure
8008;Joseph Sansboeuf - Saint Lazare;Mars;1587;departure
8009;Gare Saint-Lazare - Isly;Mars;2112;departure
8010;Liège - Moscou;Mars;1722;departure
8011;Clapeyron - Moscou;Mars;2071;departure
8012;Batignolles - Place de Clichy;Mars;4911;departure
8013;Marignan - Champs-Elysées;Mars;1207;departure
8015;Roquépine - Malesherbes;Mars;2375;departure
8016;Square Louis XVI;Mars;1537;departure
8017;Rocher - Laborde;Mars;1814;departure
8018;Saint-Augustin;Mars;1870;departure
8019;Naples - Rome;Mars;1698;departure
8020;Batignolles - Beudant;Mars;2385;departure
8025;Miromesnil - La Boétie;Mars;2557;departure
8026;Messine - Place Du Pérou;Mars;1464;departure
8027;Mairie du 8ème;Mars;1244;departure
8028;Arsène Houssaye - Champs-Elysées;Mars;1586;departure
8029;Place du Canada;Mars;2353;departure
8031;Jean Mermoz - Champs-Elysées;Mars;2268;departure
8032;Matignon - Faubourg Saint-Honoré;Mars;2053;departure
8033;Commandant Rivière;Mars;3157;departure
8034;Berri - Haussmann;Mars;1642;departure
8035;Bienfaisance - Place de Narvik;Mars;1848;departure
8036;Lisbonne - Monceau;Mars;2099;departure
8037;Monceau - Malesherbes;Mars;2942;departure
8038;François 1er - Montaigne;Mars;1576;departure
8039;Colisée - Champs-Elysées;Mars;404;departure
8040;Pierre Charron - Champs-Elysées;Mars;1732;departure
8044;Alfred de Vigny - Place du Général Brocard;Mars;2066;departure
8045;Place de la Reine Astrid;Mars;3284;departure
8046;Marceau - Président Wilson;Mars;2265;departure
8048;Marceau - Chaillot;Mars;1108;departure
8049;Georges V - François 1er;Mars;643;departure
8050;Boétie - Ponthieu;Mars;2006;departure
8051;Batignolles - Rome;Mars;2284;departure
8052;Balzac - Champs Elysées;Mars;958;departure
8053;Place Georges Guillaumin;Mars;839;departure
8054;Bertie Albrecht - Hoche;Mars;1161;departure
8055;Courcelles - Place des Ternes;Mars;1327;departure
8056;Beaujon - Wagram;Mars;2075;departure
8057;Hoche - Tilsitt;Mars;545;departure
8101;Londres - Amsterdam;Mars;1165;departure
8102;Lamennais - Washington;Mars;1261;departure
8103;Artois - Berri;Mars;1032;departure
8104;Chateaubriand - Friedland;Mars;321;departure
8105;François 1er - Lincoln;Mars;1050;departure
8110;Gare Saint-Lazare - Stockholm;Mars;1775;departure
8116;Champs-Elysees - Bassano;Mars;;departure
8117;Place de la Madeleine - Royale;Mars;3762;departure
8549;George V - Christophe Colomb;Mars;1098;departure
9001;Bellefond - Poissonnière;Mars;2293;departure
9002;Abbeville - Faubourg Poissonnière;Mars;2729;departure
9004;Gérando - Rochechouart;Mars;1720;departure
9005;Square d'Anvers;Mars;2988;departure
9006;Dunkerque - Trudaine;Mars;1713;departure
9007;Condorcet - Turgot;Mars;2749;departure
9008;Tour d'Auvergne - Rodier;Mars;1420;departure
9009;Square Montholon;Mars;2196;departure
9010;Rochechouart lamartine;Mars;5258;departure
9011;Geoffroy - Marie;Mars;3563;departure
9012;Rougemont - Poissonnière;Mars;2802;departure
9013;Mairie du 9ème;Mars;2698;departure
9014;Faubourg Montmartre - La Fayette;Mars;3683;departure
9015;Lamartine - Faubourg Montmartre;Mars;4308;departure
9016;Choron - Martyrs;Mars;2191;departure
9017;Lallier - Trudaine;Mars;3268;departure
9019;Victor Massé - Jean-Baptiste Pigalle;Mars;;departure
9020;Toudouze - Clauzel;Mars;2475;departure
9021;Saint Georges - d'Aumale;Mars;1462;departure
9022;Rossini - Laffitte;Mars;1298;departure
9023;Laffitte - Italiens;Mars;1416;departure
9024;Taitbout - La Fayette;Mars;2465;departure
9025;Taitbout - Châteaudun;Mars;3041;departure
9026;Jean-Baptiste Pigalle - La Bruyere;Mars;2024;departure
9027;Douai - Pierre Fontaine;Mars;3060;departure
9028;Moncey - Blanche;Mars;1465;departure
9029;Saint-Lazare - Place d'Estienne d'Orves;Mars;2841;departure
9031;Provence - Chaussée d'Antin;Mars;1522;departure
9032;Mathurins - Auber;Mars;1912;departure
9034;Godot de Mauroy - Madeleine;Mars;2625;departure
9035;Gare Saint-Lazare - Place de Budapest;Mars;2363;departure
9036;Athènes - Clichy;Mars;1098;departure
9037;Parme - Clichy;Mars;1654;departure
9038;Douai - Bruxelles;Mars;2553;departure
9039;Chaussée d'Antin - Haussmann;Mars;1712;departure
9101;Cadet - La Fayette;Mars;3025;departure
9102;Londres - Place d'Estienne d'Orves;Mars;1500;departure
9104;Caumartin - Provence;Mars;2445;departure
9106;Boudreau - Auber;Mars;1991;departure
9111;Victoire - Laffitte;Mars;1395;departure
9113;Bleue - Trévise;Mars;4002;departure
9114;Faubourg Poissonnière - Dunkerque;Mars;1836;departure
9115;Milton - Manuel;Mars;1404;departure
9116;Victoire - Chaussée d'Antin;Mars;1468;departure
9117;Bellefond - Maubeuge;Mars;1859;departure
9118;Faubourg Poissonniere - Delta;Mars;1957;departure
10001;René Boulanger - Lancry;Avril;3833;departure
10003;Hauteville - Bonne Nouvelle;Avril;2759;departure
10004;Metz - Faubourg Saint-Denis;Avril;6312;departure
10005;Petites Ecuries - Faubourg Poissonnière;Avril;3259;departure
10006;Petites Ecuries - Faubourg Saint-Denis;Avril;6822;departure
10008;Cité Riverin - Château d'Eau;Avril;2872;departure
10009;Mairie du 10ème;Avril;2667;departure
1001;Quai de l'Horloge - Pont Neuf;Avril;2267;departure
10010;Place Jacques Bonsergent;Avril;5291;departure
10011;Bourse du Travail;Avril;4101;departure
10012;Vinaigriers - Magenta;Avril;2202;departure
10013;Alibert - Jemmapes;Avril;6224;departure
10014;Marseille - Beaurepaire;Avril;4756;departure
10015;Lucien Sampaix - Récollets;Avril;3221;departure
10016;Récollets - Square Villemin;Avril;790;departure
10017;Gare de l'Est - Fidélité;Avril;2875;departure
10018;Square Alban Satragne;Avril;2098;departure
10019;Paradis - Hauteville;Avril;2522;departure
1002;Victoria - Place du Chatelet;Avril;3431;departure
10020;Chabrol - d'Hauteville;Avril;2866;departure
10021;Marché Saint-Quentin;Avril;1137;departure
10023;Gare de l'Est - Verdun;Avril;1733;departure
10024;Buisson Saint-Louis - Saint-Maur;Avril;2566;departure
10025;Jemmapes - Ecluses Saint-Martin;Avril;3891;departure
10026;Gare de l'Est - Chateau Landon;Avril;4458;departure
10027;Dunkerque - Alsace;Avril;598;departure
10028;Gare du Nord - Dunkerque;Avril;3361;departure
10029;Dunkerque - Rocroy;Avril;1203;departure
1003;Saint-Denis - Rivoli;Avril;5196;departure
10031;Louis Blanc - Aqueduc;Avril;4041;departure
10032;Claude Vellefaux - Hôpital Saint-Louis;Avril;2438;departure
10033;Gare du Nord - Saint-Vincent de Paul;Avril;1008;departure
10034;Louis Blanc - La Chapelle;Avril;2360;departure
10036;Aqueduc - Villette;Avril;3239;departure
10037;Quai de Valmy;Avril;1513;departure
10038;Place du Colonel Fabien;Avril;2908;departure
10039;Sambre et Meuse - Villette;Avril;2766;departure
10041;Gare du Nord - La Chapelle;Avril;1509;departure
10042;Enghien - Faubourg Poissonnière;Avril;;departure
1006;Grande Truanderie - Saint-Denis;Avril;3981;departure
1007;Turbigo - Française;Avril;2549;departure
1008;Les Halles - Saint-Eustache;Avril;1502;departure
10105;Mazagran - Bonne Nouvelle;Avril;2534;departure
10107;Gare du Nord - Hôpital Lariboisière;Avril;1778;departure
10110;Louis Blanc - Jemmapes;Avril;1675;departure
10113;Parmentier - Hôpital Saint-Louis;Avril;2735;departure
10114;Granges aux Belles - Hôpital Saint-Louis;Avril;3329;departure
10115;Granges aux Belles;Avril;2295;departure
1012;Jean-Jacques Rousseau - Deux Ecus;Avril;1732;departure
1013;Place du Palais Royal;Avril;3287;departure
1014;Rivoli - Musée du Louvre;Avril;3241;departure
1015;Place André Malraux;Avril;2959;departure
10151;Gare du Nord - Faubourg Saint-Denis;Avril;5630;departure
10152;Gare du Nord - Place de Valenciennes;Avril;2763;departure
10153;Gare du Nord - Denain;Avril;3426;departure
1016;Thérèse - Opéra;Avril;1984;departure
10161;Gare de l'Est - Faubourg-Saint-Martin;Avril;2560;departure
10162;Alexandre Parodi - Quai de Valmy;Avril;2052;departure
10163;Gare du Nord - Demarquay;Avril;1535;departure
10164;Claude Vellefaux - Sambre et Meuse;Avril;1883;departure
10165;Gare de l'Est - Place du 11 Novembre 1918;Avril;2835;departure
10166;Strasbourg - Saint-Denis;Avril;4240;departure
1017;Saint-Honoré - 29 juillet;Avril;2357;departure
1018;Alger - Rivoli;Avril;2992;departure
1020;Cambon - Rivoli;Avril;5428;departure
10201;Magenta - Chabrol;Avril;4915;departure
1021;Halles - Bourdonnais;Avril;3149;departure
1022;Danielle Casanova - Place Vendôme;Avril;2534;departure
1023;Saint-Honoré - Musée du Louvre;Avril;2002;departure
1024;Coquillière - Louvre;Avril;1855;departure
1025;Oratoire - Rivoli;Avril;2423;departure
1026;Place du Lieutenant Henri Karcher;Avril;1718;departure
11001;Richard Lenoir - Place de la Bastille;Avril;11751;departure
11002;Roquette - Thiéré;Avril;2225;departure
11003;Keller - La Roquette;Avril;2610;departure
11004;Charonne - Faubourg Saint-Antoine;Avril;5459;departure
11006;Ledru-Rollin - Place du Père Chaillet;Avril;4401;departure
11007;Jean Macé - Faidherbe;Avril;3757;departure
11009;Boulets - Voltaire;Avril;2821;departure
11010;Boulets - Faubourg Saint-Antoine;Avril;2535;departure
11011;Richard Lenoir - Voltaire;Avril;4462;departure
11012;Montreuil - Voltaire;Avril;2977;departure
11014;Place de la Nation - Taillebourg;Avril;5195;departure
11016;Philippe-Auguste;Avril;1178;departure
11017;Charonne - Bureau;Avril;2706;departure
11018;Saint-Maur - République;Avril;3427;departure
11019;Charonne - Philippe-Auguste;Avril;3039;departure
1102;Française - Etienne Marcel;Avril;2179;departure
11020;Belfort - Voltaire;Avril;3893;departure
11021;Charonne - Pierre Bayle;Avril;2690;departure
11022;Roquette - Auguste Laurent;Avril;3209;departure
11023;Saint-Maur - Roquette;Avril;3877;departure
11024;Mairie du 11ème;Avril;6711;departure
11025;Froment - Bréguet;Avril;4957;departure
11026;Chemin Vert - Saint-Maur;Avril;4374;departure
11027;Saint-Ambroise - Parmentier;Avril;3594;departure
11028;Guillaume Bertrand - République;Avril;3222;departure
11029;Ménilmontant - Oberkampf;Avril;6557;departure
11030;Oberkampf - République;Avril;3495;departure
11031;Jacquard - Ternaux;Avril;3638;departure
11032;Jean-Pierre Timbaud - Vaucouleurs;Avril;5328;departure
11033;Bréguet - Sabin;Avril;4373;departure
11034;Parmentier - Fontaine au Roi;Avril;4605;departure
11035;Parmentier - Abel Rabaud;Avril;3982;departure
11036;Jules Ferry - Faubourg du Temple Paris;Avril;5041;departure
11037;Faubourg Du Temple - Republique;Avril;7020;departure
11038;Temple - Charlot;Avril;2316;departure
11039;Richard Lenoir - Jean-Pierre Timbaud;Avril;2675;departure
11040;Temple - Jean-Pierre Timbaud;Avril;1841;departure
11041;Square Saint-Ambroise;Avril;4699;departure
11042;Grand Prieuré - Crussol;Avril;3186;departure
11043;Place Pasdeloup;Avril;3352;departure
11044;Square du Bataclan;Avril;2828;departure
11046;Place de la République - Voltaire;Avril;3817;departure
11047;Amelot - Saint-Sébastien;Avril;3449;departure
11048;Place Mireille Havet;Avril;7220;departure
11101;Charles Delescluze;Avril;2876;departure
11102;Alexandre Dumas - Voltaire;Avril;3433;departure
11103;Pelée - Alphonse Baudin;Avril;2440;departure
11104;Charonne - Robert et Sonia Delauney;Avril;1420;departure
11105;Parmentier - République;Avril;3045;departure
11107;Faidherbe - Dahomey;Avril;2201;departure
11109;Pierre Levée - Fontaine Timbaud;Avril;4223;departure
11110;Roquette - Folie Regnault;Avril;3791;departure
11111;Léon Frot - Charonne;Avril;3094;departure
11112;Jules Vallès - Charonne;Avril;2966;departure
11113;Richard Lenoir - Republique;Avril;2318;departure
11114;Ledru-Rollin - Charonne;Avril;3462;departure
11115;Montreuil - Gonnet;Avril;2346;departure
11116;Faubourg St-Antoine - Place de la Nation;Avril;2560;departure
1116;Ventadour - Opéra;Avril;1902;departure
1117;Pont Neuf - Rivoli;Avril;4928;departure
1119;Cossonnerie - Sébastopol;Avril;5655;departure
1120;Lavandieres Sainte Opportune - Rivoli;Avril;2763;departure
1122;Pont-Neuf - Quai du Louvre;Avril;;departure
12001;Bastille - Biscornet;Avril;2852;departure
12002;Lacuée - Lyon;Avril;3119;departure
12004;Traversière - Ledru-Rollin;Avril;6511;departure
12005;Crozatier - Faubourg Saint-Antoine;Avril;7452;departure
12006;Gare de Lyon - Van Gogh;Avril;2114;departure
12007;Gare de Lyon - Chalon;Avril;1859;departure
12008;Hector Malot - Daumesnil;Avril;2981;departure
12009;Charenton - Diderot;Avril;3930;departure
12010;Daumesnil - Picpus;Avril;3095;departure
12011;Charenton - Place du Col Bourgoin;Avril;4688;departure
12013;Montgallet - Reuilly;Avril;3486;departure
12015;Place de la Nation - Picpus;Avril;2090;departure
12016;Saint-Mande - Picpus;Avril;3115;departure
12017;Saint-Mandé - Docteur Arnold Netter;Avril;3649;departure
12018;Saint-Mandé - Fabre d'Eglantine;Avril;1806;departure
12019;Gare de Reuilly - Picpus;Avril;1983;departure
12020;Cours de Vincennes - Soult;Avril;2351;departure
12022;Sahel - Général Michel Bizot;Avril;2959;departure
12024;Gare de Bercy;Avril;1776;departure
12026;Place Ginette Hamelin;Avril;2052;departure
12027;Montgallet - Charenton;Avril;2338;departure
12028;Vivaldi - Antoine-Julien Hénard;Avril;1838;departure
12029;Dugommier;Avril;3964;departure
12030;Charenton - Wattignies;Avril;3303;departure
12031;Gabriel Lamé;Avril;2564;departure
12032;Porte Dorée;Avril;6954;departure
12033;François Truffaut - Saint Emilion;Avril;2959;departure
12034;Pirogues de Bercy - Libourne;Avril;623;departure
12035;Madagascar - Meuniers;Avril;2000;departure
12036;Reuilly - Place Felix Eboue;Avril;3699;departure
12037;Reuilly - Daumesnil;Avril;2193;departure
12038;Picpus - Louis Braille;Avril;2913;departure
12039;Général Michel Bizot - Claude Decaen;Avril;2425;departure
12040;Porte de Charenton;Avril;3990;departure
12041;Bois de Vincennes.;Avril;2818;departure
12043;Daumesnil - Hébrard;Avril;4003;departure
12101;Charenton - Prague;Avril;3385;departure
12102;Bercy - Traversiére;Avril;2592;departure
12105;Bercy - Villot;Avril;2213;departure
12106;Gare de Lyon - Roland Barthes;Avril;1718;departure
12107;Diderot - Pierre Bourdan;Avril;1592;departure
12108;Bercy.;Avril;2182;departure
12109;Mairie du 12ème;Avril;2099;departure
12111;Claude Decaen - Cannebière;Avril;1736;departure
12112;Charenton - Jardiniers;Avril;863;departure
12113;Cardinal Lavigerie;Avril;2567;departure
12114;Victor Hugo - Jeanne Jugan;Avril;990;departure
12115;Porte de Vincennes;Avril;1841;departure
12119;Dom-Pérignon - Gravelle;Avril;2429;departure
12120;Lac Daumesnil - Saint-Maurice;Avril;3480;departure
12122;Bois de Vincennes - Polygone;Avril;3374;departure
12123;Château de Vincennes;Avril;5217;departure
12125;Pyramide - Parc Floral;Avril;2612;departure
12126;Gravelle - Route du Bac;Avril;1728;departure
12127;Tremblay - Lac des Minimes;Avril;1373;departure
12128;Pyramide - Ecole du Breuil;Avril;812;departure
12129;Bois de Vincennes - Porte Jaune;Avril;1838;departure
12150;Bastille - Quai de la Rapée;Avril;3565;departure
12151;Gare de Lyon - Place Louis Armand;Avril;8092;departure
12153;Terroirs de France - Lheureux;Avril;640;departure
12154;Square Georges Melies;Avril;2809;departure
12155;Rottembourg - Général Michel Bizot;Avril;1724;departure
12156;Niger - Soult;Avril;2016;departure
12157;Fabre d'Eglantine - Place de la Nation;Avril;4098;departure
12161;Diderot - Reuilly;Avril;5744;departure
12163;Hippodrome Paris-Vincennes;Avril;1229;departure
12164;Stade Pershing;Avril;506;departure
12166;Parc Floral du Bel Air;Avril;295;departure
13001;Port-Royal - Hôpital du Val-de-Grâce;Avril;2676;departure
13002;Arago - Glacière;Avril;2913;departure
13005;Cordelières - Arago;Avril;3269;departure
13006;Duméril - Jeanne d'Arc;Avril;2734;departure
13007;Le Brun - Gobelins;Avril;3182;departure
13008;Place d'Italie - Soeur Rosalie;Avril;4591;departure
13009;Auguste Blanqui - Corvisart;Avril;1556;departure
13010;Place d'Italie - Vincent Auriol;Avril;4978;departure
13011;Hôpital - Campo-Formio;Avril;2004;departure
13013;Saint-Marcel - Hôpital;Avril;3047;departure
13014;Gare d'Austerlitz;Avril;1767;departure
13015;Chevaleret - Louise Weiss;Avril;2620;departure
13016;Primo Levi - Frigos;Avril;1800;departure
13017;Nationale - Vincent Auriol;Avril;3393;departure
13018;Bruant - Vincent Auriol;Avril;3048;departure
13019;Fernand Braudel - Vincent Auriol;Avril;3450;departure
13020;Paul Klee - Place Augusta Holmes;Avril;1141;departure
13021;Boussingault - Tolbiac;Avril;3957;departure
13022;Butte aux Cailles - Esperance;Avril;1719;departure
13023;Bobillot - Moulin des Prés;Avril;2583;departure
13024;Bobillot - Tolbiac;Avril;3795;departure
13025;Place de Rungis;Avril;2681;departure
13026;Place Jean Delay;Avril;2211;departure
13027;Mazagran - Pierre de Coubertin;Avril;922;departure
13028;Gouthière - Poterne des Peupliers;Avril;1296;departure
13030;Italie - Tolbiac;Avril;3896;departure
13032;Italie - Jardin Joan Miro;Avril;3092;departure
13033;Porte d'Italie;Avril;1183;departure
13035;Choisy - Tolbiac;Avril;3224;departure
13036;Olympiades;Avril;4996;departure
13037;Ivry - Baudricourt;Avril;1377;departure
13038;Choisy - Malmaisons;Avril;2575;departure
13039;Ivry - Simone Weil;Avril;1321;departure
13041;Porte d'Ivry;Avril;2530;departure
13043;Dunois - Clisson;Avril;1443;departure
13044;Place Jeanne d'Arc;Avril;2270;departure
13045;Jean Colly - Tolbiac;Avril;3407;departure
13046;Eugène Oudiné - Dessous Des Berges;Avril;1711;departure
13047;Boutroux - Porte de Vitry;Avril;1242;departure
13048;Wurtz - Tolbiac;Avril;2616;departure
13049;Vincent Auriol - Louise Weiss;Avril;961;departure
13050;Quai Panhard et Levassor;Avril;2608;departure
13051;Halle Freyssinet - Parvis Alan Turing;Avril;708;departure
13052;Leredde - Tolbiac;Avril;2328;departure
13053;Chevaleret - Tolbiac;Avril;2307;departure
13054;Pau Casals - Neuve Tolbiac;Avril;5017;departure
13055;M.- A. Lagroua Weill-Hallé -  F. Dolto;Avril;4085;departure
13101;Croulebarde - Corvisart;Avril;2119;departure
13102;Pitié-Salpêtrière;Avril;1129;departure
13103;Hôpital Pitié Salpêtrière;Avril;2911;departure
13104;Gare d'Austerlitz - Quai Saint-Bernard;Avril;1848;departure
13106;Bobillot - Paulin Mery;Avril;2380;departure
13109;Brillat-Savarin - Küss;Avril;999;departure
13110;Moulin de la Pointe;Avril;987;departure
13113;Vistule - Choisy;Avril;2200;departure
13114;Nationale - Marcel Duchamp;Avril;1338;departure
13116;Place du Docteur Yersin;Avril;1242;departure
13117;Stade Georges Carpentier;Avril;2678;departure
13118;Regnault - Patay;Avril;2479;departure
13120;Pierre Joseph Desault;Avril;1374;departure
13121;Bruneseau - Quai d'Ivry;Avril;1610;departure
13122;Parc de Choisy;Avril;2560;departure
13123;BNF - Bibliothèque Nationale de France;Avril;3730;departure
13125;Gare d'Austerlitz - Pont Charles de Gaulle;Avril;3540;departure
13126;Place Nationale - Château-des-Rentiers;Avril;1573;departure
13128;Quai de la Gare - Pont de Bercy;Avril;;departure
13515;Auguste Blanqui - Glacière;Avril;3358;departure
13516;Glacière - Soeur Catherine Marie;Avril;1696;departure
14001;Edgar Quinet - Gaité;Avril;3481;departure
14002;Edgar Quinet - Raspail;Avril;2039;departure
14003;Schoelcher - Raspail;Avril;1608;departure
14004;Port Royal - Hôpital Cochin;Avril;2935;departure
14005;René Coty - Place Denfert-Rochereau;Avril;3802;departure
14006;Saint-Jacques - Tombe Issoire;Avril;3160;departure
14007;Ferrus - Saint-Jacques;Avril;2001;departure
14008;Mouton Duvernet - Général Leclerc;Avril;3008;departure
14009;Tombe Issoire - René Coty;Avril;2675;departure
14010;Jean Moulin - Place Victor et Hélène Basch;Avril;5138;departure
14011;Place des Droits de l'Enfant;Avril;3696;departure
14012;Sibelle - Alésia;Avril;1802;departure
14013;Liard - Amiral Mouchez;Avril;2071;departure
14014;Jourdan - Stade Charléty;Avril;3198;departure
14016;René Coty - Parc Montsouris;Avril;3154;departure
14018;Porte d'Orléans;Avril;3988;departure
14019;Sarrette - Général Leclerc;Avril;2448;departure
14020;Cimetière de Montrouge;Avril;1308;departure
14021;Place de la Porte de Châtillon;Avril;2285;departure
14022;Didot - Mariniers;Avril;2455;departure
14023;Adolphe Pinard - Victor Hugo;Avril;1061;departure
14025;Jacquier - Didot;Avril;1506;departure
14026;Plantes - Moulin Vert;Avril;2966;departure
14027;Gergovie - Alésia;Avril;2237;departure
14028;Alésia - Suisses;Avril;3152;departure
14030;Pernety - Raymond Losserand;Avril;2350;departure
14031;Didot - Place de Moro-Giafferi;Avril;1964;departure
14032;Mairie du 14ème;Avril;3563;departure
14034;Ouest - Château;Avril;1581;departure
14035;Maine - Jean Zay;Avril;2552;departure
14036;Boulard - Daguerre;Avril;2308;departure
14101;Gare Montparnasse - Edgar Quinet;Avril;3218;departure
14103;Maine - Liancourt;Avril;1626;departure
14104;Boyer-Barret - Raymond Losserand;Avril;2264;departure
14106;Marc Sangnier - Porte de Vanves;Avril;566;departure
14108;Le Brix et Mesmin - Jourdan;Avril;1110;departure
14110;Abbé Carton - Plantes;Avril;1127;departure
14111;Cassini - Denfert-Rochereau;Avril;1431;departure
14112;Méchain - Faubourg Saint-Jacques;Avril;1171;departure
14113;Santé - Arago;Avril;2031;departure
14116;Romain Rolland;Avril;620;departure
14117;Gare Montparnasse - René Mouchotte;Avril;2873;departure
14122;Colonel Monteil - Brune;Avril;831;departure
14124;David Weill - Parc Montsouris;Avril;3289;departure
14125;Dareau - Broussais;Avril;1750;departure
14127;Odessa - Départ;Avril;2375;departure
14128;Gergovie - Vercingétorix;Avril;1987;departure
14130;Jonquoy - Didot;Avril;1642;departure
14131;Jourdan - Monticelli;Avril;2742;departure
14132;Bézout - Général Leclerc;Avril;4097;departure
14133;Froidevaux - Boulard;Avril;1994;departure
14134;Château - Place de Catalogne;Avril;1743;departure
14135;Jourdan - Cité Universitaire;Avril;3603;departure
14136;Auguste Cain - Jean Moulin;Avril;1143;departure
14137;Maurice d'Ocagne - General Maudhuy;Avril;648;departure
14138;Porte de Vanves;Avril;3812;departure
14139;Pierre Larousse - Raymond Losserand;Avril;2539;departure
15001;Gare Montparnasse - Arrivée;Avril;3266;departure
15002;Maine - Antoine Bourdelle;Avril;1205;departure
15003;Gare Montparnasse - Vaugirard;Avril;3993;departure
15004;Vaugirard - Pasteur;Avril;2411;departure
15005;Place Jacques et Thérèse Tréfouël;Avril;;departure
15006;Cherche-Midi - Hôpital Necker;Avril;5358;departure
15008;Sèvres - Lecourbe;Avril;5590;departure
15009;Suffren - Pérignon;Avril;3216;departure
15010;Square Cambronne;Avril;4093;departure
15011;Cambronne - Villa Croix Nivert;Avril;2512;departure
15012;Cambronne - Mademoiselle;Avril;4201;departure
15013;Volontaire - Lecourbe;Avril;6595;departure
15014;Volontaires - Vaugirard;Avril;3866;departure
15017;Place Falguière;Avril;2684;departure
15018;Dutot - Place Alleray;Avril;2158;departure
15019;Paul Barruel - Vaugirard;Avril;2797;departure
15020;Mairie du 15ème;Avril;3674;departure
15021;Joseph Liouville - Croix Nivert;Avril;2931;departure
15022;Emile Zola - Fondary;Avril;3448;departure
15023;La Motte-Picquet - Grenelle;Avril;3417;departure
15024;Suffren - La Motte-Piquet;Avril;2194;departure
15025;Dupleix - du Guesclin;Avril;2239;departure
15026;Bir Hakeim;Avril;4833;departure
15027;Duhamel - André Gide;Avril;753;departure
15028;Grenelle - Dr Finlay;Avril;;departure
15029;Emeriau - Place de Brazzaville;Avril;1697;departure
15030;Emeriau - Beaugrenelle;Avril;3319;departure
15031;Théâtre - Lourmel;Avril;3204;departure
15032;Félix Faure - Lourmel;Avril;2879;departure
15033;Place Violet;Avril;2284;departure
15034;Lakanal - Commerce;Avril;2761;departure
15035;Place Etienne Pernet;Avril;3481;departure
15036;Croix Nivert - Square Saint-Lambert;Avril;2248;departure
15038;Place Adolphe Cherioux - Vaugirard;Avril;5298;departure
15039;Abbé Groult - Convention;Avril;671;departure
15040;Saint-Amand - Labrouste;Avril;2977;departure
15041;Franquet - Labrouste;Avril;1936;departure
15042;Henry Farman;Avril;499;departure
15043;Brancion - Lefebvre;Avril;2030;departure
15044;Dantzig - Lefebvre;Avril;2106;departure
15045;Porte de la Plaine;Avril;776;departure
15046;Parc Georges Brassens - Brancion;Avril;2027;departure
15047;Morillons - Dantzig;Avril;1491;departure
15049;Porte de Versailles;Avril;2011;departure
15050;Dominique Pado - Croix Nivert;Avril;1660;departure
15052;Convention - Vaugirard;Avril;6257;departure
15053;Lecourbe - Convention;Avril;3227;departure
15054;Lecourbe - Jean Maridor;Avril;1668;departure
15055;Vasco de Gama;Avril;2226;departure
15056;Place Balard;Avril;1874;departure
15057;Lucien Bossoutrot - Général Martial Vallin;Avril;1562;departure
15058;Place du Moulin de Javel;Avril;1250;departure
15059;Parc André Citroën;Avril;1979;departure
15060;Place de la Montagne du Goulet;Avril;1515;departure
15061;Square Desnouettes;Avril;1290;departure
15062;Convention - Lourmel;Avril;2049;departure
15063;Convention - Saint-Charles;Avril;2359;departure
15064;Javel - André Citroën;Avril;2819;departure
15067;Desaix - Edgar Faure;Avril;1255;departure
15068;Général Martial Valin - Pont du Garigliano;Avril;917;departure
15069;Félix Faure - Convention;Avril;3420;departure
15070;Balard - Montagne de la Fage;Avril;1475;departure
15071;Suffren - Champ de Mars;Avril;1536;departure
15072;Place Fernand Forest;Avril;3451;departure
15102;Square Bela Bartok;Avril;787;departure
15103;Cauchy - Cévennes;Avril;1413;departure
15104;Hôpital Européen Georges Pompidou;Avril;2157;departure
15105;Fédération - Suffren;Avril;1430;departure
15106;Grenelle - Violet;Avril;3343;departure
15107;Palais des Sports;Avril;938;departure
15108;Lourmel - Marie Skobtsov;Avril;2308;departure
15109;Cevennes - Bergers;Avril;3107;departure
15110;Place Robert Guillemard;Avril;1008;departure
15111;Olivier de Serres - Leriche;Avril;2829;departure
15112;Vigée-Lebrun - Anselme Payen;Avril;1216;departure
15113;Arsonval - Falguière;Avril;2165;departure
15114;Pasteur - Cotentin;Avril;2089;departure
15120;Colonel Pierre Avia;Avril;1045;departure
15122;Place Charles Vallin;Avril;3793;departure
15123;Commerce - Letellier;Avril;3725;departure
15125;Parc Suzanne Lenglen;Avril;3367;departure
15126;Ernest Renan - Parc des Expositions;Avril;1953;departure
15127;Place Charles Michels;Avril;3933;departure
15128;Cadix - Hameau;Avril;2405;departure
15129;Hôpital Necker;Avril;2677;departure
15131;Charles Lecocq - Lecourbe;Avril;1681;departure
15132;Bargue -  Dutot;Avril;1647;departure
15133;Saint Lambert - Blomet;Avril;2618;departure
15201;Place Amédée Gordini - Lefebvre;Avril;1520;departure
15311;Quai du Président Roosevelt - Pont Aval;Avril;301;departure
16001;Portugais - Kléber;Avril;1168;departure
16002;Pergolèse - Malakoff;Avril;973;departure
16003;André Maurois - Joseph et Marie Hackin;Avril;1134;departure
16004;Université Paris Dauphine;Avril;;departure
16005;Raymond Poincaré - Place Victor Hugo;Avril;1540;departure
16006;Lauriston - Copernic;Avril;;departure
