ID_station;station_name;month;value;type
9019;Victor Massé - Jean-Baptiste Pigalle;Janvier;;arrival
9020;Toudouze - Clauzel;Janvier;2148;arrival
9021;Saint Georges - d'Aumale;Janvier;1075;arrival
9022;Rossini - Laffitte;Janvier;1191;arrival
9023;Laffitte - Italiens;Janvier;1108;arrival
9024;Taitbout - La Fayette;Janvier;2282;arrival
9025;Taitbout - Châteaudun;Janvier;2505;arrival
9026;Jean-Baptiste Pigalle - La Bruyere;Janvier;1581;arrival
9027;Douai - Pierre Fontaine;Janvier;2170;arrival
9028;Moncey - Blanche;Janvier;1272;arrival
9029;Saint-Lazare - Place d'Estienne d'Orves;Janvier;2176;arrival
9031;Provence - Chaussée d'Antin;Janvier;1750;arrival
9032;Mathurins - Auber;Janvier;1883;arrival
9034;Godot de Mauroy - Madeleine;Janvier;2170;arrival
9035;Gare Saint-Lazare - Place de Budapest;Janvier;2183;arrival
9036;Athènes - Clichy;Janvier;871;arrival
9037;Parme - Clichy;Janvier;1242;arrival
9038;Douai - Bruxelles;Janvier;2105;arrival
9039;Chaussée d'Antin - Haussmann;Janvier;1849;arrival
9101;Cadet - La Fayette;Janvier;2392;arrival
9102;Londres - Place d'Estienne d'Orves;Janvier;1170;arrival
9104;Caumartin - Provence;Janvier;2854;arrival
9106;Boudreau - Auber;Janvier;1999;arrival
9111;Victoire - Laffitte;Janvier;1057;arrival
9113;Bleue - Trévise;Janvier;3493;arrival
9114;Faubourg Poissonnière - Dunkerque;Janvier;1430;arrival
9115;Milton - Manuel;Janvier;1198;arrival
9116;Victoire - Chaussée d'Antin;Janvier;1420;arrival
9117;Bellefond - Maubeuge;Janvier;1570;arrival
9118;Faubourg Poissonniere - Delta;Janvier;1653;arrival
0000002;Station Fermeture Système;Février;;arrival
10001;René Boulanger - Lancry;Février;4218;arrival
10003;Hauteville - Bonne Nouvelle;Février;2645;arrival
10004;Metz - Faubourg Saint-Denis;Février;4899;arrival
10005;Petites Ecuries - Faubourg Poissonnière;Février;2935;arrival
10006;Petites Ecuries - Faubourg Saint-Denis;Février;5862;arrival
10008;Cité Riverin - Château d'Eau;Février;2121;arrival
10009;Mairie du 10ème;Février;2248;arrival
1001;Quai de l'Horloge - Pont Neuf;Février;1785;arrival
10010;Place Jacques Bonsergent;Février;4320;arrival
10011;Bourse du Travail;Février;3616;arrival
10012;Vinaigriers - Magenta;Février;1884;arrival
10013;Alibert - Jemmapes;Février;5281;arrival
10014;Marseille - Beaurepaire;Février;4298;arrival
10015;Lucien Sampaix - Récollets;Février;1573;arrival
10016;Récollets - Square Villemin;Février;438;arrival
10017;Gare de l'Est - Fidélité;Février;2518;arrival
10018;Square Alban Satragne;Février;1604;arrival
10019;Paradis - Hauteville;Février;2341;arrival
1002;Victoria - Place du Chatelet;Février;2913;arrival
10020;Chabrol - d'Hauteville;Février;2770;arrival
10021;Marché Saint-Quentin;Février;970;arrival
10023;Gare de l'Est - Verdun;Février;1362;arrival
10024;Buisson Saint-Louis - Saint-Maur;Février;2098;arrival
10025;Jemmapes - Ecluses Saint-Martin;Février;3127;arrival
10026;Gare de l'Est - Chateau Landon;Février;3924;arrival
10027;Dunkerque - Alsace;Février;830;arrival
10028;Gare du Nord - Dunkerque;Février;3008;arrival
10029;Dunkerque - Rocroy;Février;943;arrival
1003;Saint-Denis - Rivoli;Février;4302;arrival
10031;Louis Blanc - Aqueduc;Février;3708;arrival
10032;Claude Vellefaux - Hôpital Saint-Louis;Février;1868;arrival
10033;Gare du Nord - Saint-Vincent de Paul;Février;550;arrival
10034;Louis Blanc - La Chapelle;Février;1797;arrival
10036;Aqueduc - Villette;Février;2965;arrival
10037;Quai de Valmy;Février;1249;arrival
10038;Place du Colonel Fabien;Février;2566;arrival
10039;Sambre et Meuse - Villette;Février;2078;arrival
10041;Gare du Nord - La Chapelle;Février;1294;arrival
10042;Enghien - Faubourg Poissonnière;Février;967;arrival
1006;Grande Truanderie - Saint-Denis;Février;3855;arrival
1007;Turbigo - Française;Février;2097;arrival
1008;Les Halles - Saint-Eustache;Février;1216;arrival
10105;Mazagran - Bonne Nouvelle;Février;2046;arrival
10107;Gare du Nord - Hôpital Lariboisière;Février;1291;arrival
10110;Louis Blanc - Jemmapes;Février;1030;arrival
10113;Parmentier - Hôpital Saint-Louis;Février;2226;arrival
10114;Granges aux Belles - Hôpital Saint-Louis;Février;2931;arrival
10115;Granges aux Belles;Février;1792;arrival
1012;Jean-Jacques Rousseau - Deux Ecus;Février;1443;arrival
1013;Place du Palais Royal;Février;2610;arrival
1014;Rivoli - Musée du Louvre;Février;2377;arrival
1015;Place André Malraux;Février;2158;arrival
10151;Gare du Nord - Faubourg Saint-Denis;Février;4940;arrival
10152;Gare du Nord - Place de Valenciennes;Février;2802;arrival
10153;Gare du Nord - Denain;Février;3140;arrival
1016;Thérèse - Opéra;Février;1802;arrival
10161;Gare de l'Est - Faubourg-Saint-Martin;Février;2409;arrival
10162;Alexandre Parodi - Quai de Valmy;Février;1868;arrival
10163;Gare du Nord - Demarquay;Février;1220;arrival
10164;Claude Vellefaux - Sambre et Meuse;Février;1233;arrival
10165;Gare de l'Est - Place du 11 Novembre 1918;Février;2568;arrival
10166;Strasbourg - Saint-Denis;Février;3661;arrival
1017;Saint-Honoré - 29 juillet;Février;2070;arrival
1018;Alger - Rivoli;Février;2440;arrival
1020;Cambon - Rivoli;Février;3705;arrival
10201;Magenta - Chabrol;Février;5011;arrival
1021;Halles - Bourdonnais;Février;2656;arrival
1022;Danielle Casanova - Place Vendôme;Février;2209;arrival
1023;Saint-Honoré - Musée du Louvre;Février;1497;arrival
1024;Coquillière - Louvre;Février;1859;arrival
1025;Oratoire - Rivoli;Février;1965;arrival
1026;Place du Lieutenant Henri Karcher;Février;1328;arrival
11001;Richard Lenoir - Place de la Bastille;Février;9213;arrival
11002;Roquette - Thiéré;Février;2020;arrival
11003;Keller - La Roquette;Février;2266;arrival
11004;Charonne - Faubourg Saint-Antoine;Février;4982;arrival
11006;Ledru-Rollin - Place du Père Chaillet;Février;4097;arrival
11007;Jean Macé - Faidherbe;Février;3256;arrival
11009;Boulets - Voltaire;Février;2259;arrival
11010;Boulets - Faubourg Saint-Antoine;Février;1984;arrival
11011;Richard Lenoir - Voltaire;Février;3374;arrival
11012;Montreuil - Voltaire;Février;2014;arrival
11014;Place de la Nation - Taillebourg;Février;3283;arrival
11016;Philippe-Auguste;Février;1118;arrival
11017;Charonne - Bureau;Février;2168;arrival
11018;Saint-Maur - République;Février;2695;arrival
11019;Charonne - Philippe-Auguste;Février;2823;arrival
1102;Française - Etienne Marcel;Février;2060;arrival
11020;Belfort - Voltaire;Février;2867;arrival
11021;Charonne - Pierre Bayle;Février;2023;arrival
11022;Roquette - Auguste Laurent;Février;2722;arrival
11023;Saint-Maur - Roquette;Février;3327;arrival
11024;Mairie du 11ème;Février;5359;arrival
11025;Froment - Bréguet;Février;4362;arrival
11026;Chemin Vert - Saint-Maur;Février;3849;arrival
11027;Saint-Ambroise - Parmentier;Février;2577;arrival
11028;Guillaume Bertrand - République;Février;2636;arrival
11029;Ménilmontant - Oberkampf;Février;5404;arrival
11030;Oberkampf - République;Février;2881;arrival
11031;Jacquard - Ternaux;Février;3042;arrival
11032;Jean-Pierre Timbaud - Vaucouleurs;Février;3694;arrival
11033;Bréguet - Sabin;Février;3386;arrival
11034;Parmentier - Fontaine au Roi;Février;3822;arrival
11035;Parmentier - Abel Rabaud;Février;2931;arrival
11036;Jules Ferry - Faubourg du Temple Paris;Février;4319;arrival
11037;Faubourg Du Temple - Republique;Février;5608;arrival
11038;Temple - Charlot;Février;1637;arrival
11039;Richard Lenoir - Jean-Pierre Timbaud;Février;2620;arrival
11040;Temple - Jean-Pierre Timbaud;Février;1950;arrival
11041;Square Saint-Ambroise;Février;4650;arrival
11042;Grand Prieuré - Crussol;Février;2880;arrival
11043;Place Pasdeloup;Février;2808;arrival
11044;Square du Bataclan;Février;1914;arrival
11046;Place de la République - Voltaire;Février;3182;arrival
11047;Amelot - Saint-Sébastien;Février;2880;arrival
11048;Place Mireille Havet;Février;5836;arrival
11101;Charles Delescluze;Février;2095;arrival
11102;Alexandre Dumas - Voltaire;Février;3007;arrival
11103;Pelée - Alphonse Baudin;Février;2048;arrival
11104;Charonne - Robert et Sonia Delauney;Février;1228;arrival
11105;Parmentier - République;Février;2372;arrival
11107;Faidherbe - Dahomey;Février;2076;arrival
11109;Pierre Levée - Fontaine Timbaud;Février;3095;arrival
11110;Roquette - Folie Regnault;Février;3229;arrival
11111;Léon Frot - Charonne;Février;2587;arrival
11112;Jules Vallès - Charonne;Février;2158;arrival
11113;Richard Lenoir - Republique;Février;2037;arrival
11114;Ledru-Rollin - Charonne;Février;3146;arrival
11115;Montreuil - Gonnet;Février;2097;arrival
11116;Faubourg St-Antoine - Place de la Nation;Février;1709;arrival
1116;Ventadour - Opéra;Février;1635;arrival
1117;Pont Neuf - Rivoli;Février;4250;arrival
1119;Cossonnerie - Sébastopol;Février;5407;arrival
1120;Lavandieres Sainte Opportune - Rivoli;Février;2843;arrival
1122;Pont-Neuf - Quai du Louvre;Février;;arrival
12001;Bastille - Biscornet;Février;2333;arrival
12002;Lacuée - Lyon;Février;2701;arrival
12004;Traversière - Ledru-Rollin;Février;5975;arrival
12005;Crozatier - Faubourg Saint-Antoine;Février;5846;arrival
12006;Gare de Lyon - Van Gogh;Février;1999;arrival
12007;Gare de Lyon - Chalon;Février;1537;arrival
12008;Hector Malot - Daumesnil;Février;2494;arrival
12009;Charenton - Diderot;Février;3100;arrival
12010;Daumesnil - Picpus;Février;2259;arrival
12011;Charenton - Place du Col Bourgoin;Février;3914;arrival
12013;Montgallet - Reuilly;Février;2738;arrival
12015;Place de la Nation - Picpus;Février;1460;arrival
12016;Saint-Mande - Picpus;Février;2150;arrival
12017;Saint-Mandé - Docteur Arnold Netter;Février;2694;arrival
12018;Saint-Mandé - Fabre d'Eglantine;Février;1345;arrival
12019;Gare de Reuilly - Picpus;Février;2039;arrival
12020;Cours de Vincennes - Soult;Février;1698;arrival
12022;Sahel - Général Michel Bizot;Février;1967;arrival
12024;Gare de Bercy;Février;1495;arrival
12026;Place Ginette Hamelin;Février;1289;arrival
12027;Montgallet - Charenton;Février;1695;arrival
12028;Vivaldi - Antoine-Julien Hénard;Février;1306;arrival
12029;Dugommier;Février;3199;arrival
12030;Charenton - Wattignies;Février;2417;arrival
12031;Gabriel Lamé;Février;2034;arrival
12032;Porte Dorée;Février;4599;arrival
12033;François Truffaut - Saint Emilion;Février;2295;arrival
12034;Pirogues de Bercy - Libourne;Février;519;arrival
12035;Madagascar - Meuniers;Février;1586;arrival
12036;Reuilly - Place Felix Eboue;Février;2676;arrival
12037;Reuilly - Daumesnil;Février;1435;arrival
12038;Picpus - Louis Braille;Février;2206;arrival
12039;Général Michel Bizot - Claude Decaen;Février;1795;arrival
12040;Porte de Charenton;Février;2617;arrival
12041;Bois de Vincennes.;Février;1733;arrival
12043;Daumesnil - Hébrard;Février;2973;arrival
12101;Charenton - Prague;Février;2770;arrival
12102;Bercy - Traversiére;Février;2310;arrival
12105;Bercy - Villot;Février;2178;arrival
12106;Gare de Lyon - Roland Barthes;Février;1448;arrival
12107;Diderot - Pierre Bourdan;Février;1300;arrival
12108;Bercy.;Février;1691;arrival
12109;Mairie du 12ème;Février;1913;arrival
12111;Claude Decaen - Cannebière;Février;1209;arrival
12112;Charenton - Jardiniers;Février;581;arrival
12113;Cardinal Lavigerie;Février;1729;arrival
12114;Victor Hugo - Jeanne Jugan;Février;831;arrival
12115;Porte de Vincennes;Février;1381;arrival
12119;Dom-Pérignon - Gravelle;Février;1294;arrival
12120;Lac Daumesnil - Saint-Maurice;Février;1611;arrival
12122;Bois de Vincennes - Polygone;Février;1567;arrival
12123;Château de Vincennes;Février;3040;arrival
12125;Pyramide - Parc Floral;Février;1246;arrival
12126;Gravelle - Route du Bac;Février;843;arrival
12127;Tremblay - Lac des Minimes;Février;1031;arrival
12128;Pyramide - Ecole du Breuil;Février;349;arrival
12129;Bois de Vincennes - Porte Jaune;Février;677;arrival
12150;Bastille - Quai de la Rapée;Février;2664;arrival
12151;Gare de Lyon - Place Louis Armand;Février;7197;arrival
12153;Terroirs de France - Lheureux;Février;623;arrival
12154;Square Georges Melies;Février;2308;arrival
12155;Rottembourg - Général Michel Bizot;Février;1291;arrival
12156;Niger - Soult;Février;1485;arrival
12157;Fabre d'Eglantine - Place de la Nation;Février;2389;arrival
12161;Diderot - Reuilly;Février;4657;arrival
12163;Hippodrome Paris-Vincennes;Février;599;arrival
12164;Stade Pershing;Février;185;arrival
12166;Parc Floral du Bel Air;Février;;arrival
13001;Port-Royal - Hôpital du Val-de-Grâce;Février;2258;arrival
13002;Arago - Glacière;Février;2520;arrival
13005;Cordelières - Arago;Février;2565;arrival
13006;Duméril - Jeanne d'Arc;Février;2531;arrival
13007;Le Brun - Gobelins;Février;2695;arrival
13008;Place d'Italie - Soeur Rosalie;Février;2781;arrival
13009;Auguste Blanqui - Corvisart;Février;1155;arrival
13010;Place d'Italie - Vincent Auriol;Février;3452;arrival
13011;Hôpital - Campo-Formio;Février;1636;arrival
13013;Saint-Marcel - Hôpital;Février;2777;arrival
13014;Gare d'Austerlitz;Février;1567;arrival
13015;Chevaleret - Louise Weiss;Février;1922;arrival
13016;Primo Levi - Frigos;Février;1328;arrival
13017;Nationale - Vincent Auriol;Février;2533;arrival
13018;Bruant - Vincent Auriol;Février;2382;arrival
13019;Fernand Braudel - Vincent Auriol;Février;2528;arrival
13020;Paul Klee - Place Augusta Holmes;Février;1017;arrival
13021;Boussingault - Tolbiac;Février;3132;arrival
13022;Butte aux Cailles - Esperance;Février;1315;arrival
13023;Bobillot - Moulin des Prés;Février;1803;arrival
13024;Bobillot - Tolbiac;Février;3000;arrival
13025;Place de Rungis;Février;2180;arrival
13026;Place Jean Delay;Février;1824;arrival
13027;Mazagran - Pierre de Coubertin;Février;735;arrival
13028;Gouthière - Poterne des Peupliers;Février;991;arrival
13030;Italie - Tolbiac;Février;3331;arrival
13032;Italie - Jardin Joan Miro;Février;2376;arrival
13033;Porte d'Italie;Février;1001;arrival
13035;Choisy - Tolbiac;Février;1868;arrival
13036;Olympiades;Février;3742;arrival
13037;Ivry - Baudricourt;Février;1145;arrival
13038;Choisy - Malmaisons;Février;1881;arrival
13039;Ivry - Simone Weil;Février;1167;arrival
13041;Porte d'Ivry;Février;1502;arrival
13043;Dunois - Clisson;Février;1972;arrival
13044;Place Jeanne d'Arc;Février;1670;arrival
13045;Jean Colly - Tolbiac;Février;2622;arrival
13046;Eugène Oudiné - Dessous Des Berges;Février;1254;arrival
13047;Boutroux - Porte de Vitry;Février;908;arrival
13048;Wurtz - Tolbiac;Février;2118;arrival
13049;Vincent Auriol - Louise Weiss;Février;869;arrival
13050;Quai Panhard et Levassor;Février;1885;arrival
13051;Halle Freyssinet - Parvis Alan Turing;Février;640;arrival
13052;Leredde - Tolbiac;Février;1824;arrival
13053;Chevaleret - Tolbiac;Février;1672;arrival
13054;Pau Casals - Neuve Tolbiac;Février;3960;arrival
13055;M.- A. Lagroua Weill-Hallé -  F. Dolto;Février;2949;arrival
13101;Croulebarde - Corvisart;Février;1616;arrival
13102;Pitié-Salpêtrière;Février;978;arrival
13103;Hôpital Pitié Salpêtrière;Février;2192;arrival
13104;Gare d'Austerlitz - Quai Saint-Bernard;Février;1554;arrival
13106;Bobillot - Paulin Mery;Février;1737;arrival
13109;Brillat-Savarin - Küss;Février;838;arrival
13110;Moulin de la Pointe;Février;795;arrival
13113;Vistule - Choisy;Février;1899;arrival
13114;Nationale - Marcel Duchamp;Février;1061;arrival
13116;Place du Docteur Yersin;Février;688;arrival
13117;Stade Georges Carpentier;Février;1598;arrival
13118;Regnault - Patay;Février;2090;arrival
13120;Pierre Joseph Desault;Février;916;arrival
13121;Bruneseau - Quai d'Ivry;Février;1404;arrival
13122;Parc de Choisy;Février;1749;arrival
13123;BNF - Bibliothèque Nationale de France;Février;2579;arrival
13125;Gare d'Austerlitz - Pont Charles de Gaulle;Février;3227;arrival
13126;Place Nationale - Château-des-Rentiers;Février;1068;arrival
13128;Quai de la Gare - Pont de Bercy;Février;;arrival
13515;Auguste Blanqui - Glacière;Février;2392;arrival
13516;Glacière - Soeur Catherine Marie;Février;1224;arrival
14001;Edgar Quinet - Gaité;Février;2533;arrival
14002;Edgar Quinet - Raspail;Février;1424;arrival
14003;Schoelcher - Raspail;Février;1023;arrival
14004;Port Royal - Hôpital Cochin;Février;2179;arrival
14005;René Coty - Place Denfert-Rochereau;Février;2742;arrival
14006;Saint-Jacques - Tombe Issoire;Février;2271;arrival
14007;Ferrus - Saint-Jacques;Février;1809;arrival
14008;Mouton Duvernet - Général Leclerc;Février;2342;arrival
14009;Tombe Issoire - René Coty;Février;1956;arrival
14010;Jean Moulin - Place Victor et Hélène Basch;Février;4136;arrival
14011;Place des Droits de l'Enfant;Février;2816;arrival
14012;Sibelle - Alésia;Février;1446;arrival
14013;Liard - Amiral Mouchez;Février;1411;arrival
14014;Jourdan - Stade Charléty;Février;2337;arrival
14016;René Coty - Parc Montsouris;Février;1785;arrival
14018;Porte d'Orléans;Février;2965;arrival
14019;Sarrette - Général Leclerc;Février;1902;arrival
14020;Cimetière de Montrouge;Février;827;arrival
14021;Place de la Porte de Châtillon;Février;1851;arrival
14022;Didot - Mariniers;Février;1793;arrival
14023;Adolphe Pinard - Victor Hugo;Février;756;arrival
14025;Jacquier - Didot;Février;1238;arrival
14026;Plantes - Moulin Vert;Février;2309;arrival
14027;Gergovie - Alésia;Février;1432;arrival
14028;Alésia - Suisses;Février;2525;arrival
14030;Pernety - Raymond Losserand;Février;1582;arrival
14031;Didot - Place de Moro-Giafferi;Février;1388;arrival
14032;Mairie du 14ème;Février;2605;arrival
14034;Ouest - Château;Février;1164;arrival
14035;Maine - Jean Zay;Février;1989;arrival
14036;Boulard - Daguerre;Février;1501;arrival
14101;Gare Montparnasse - Edgar Quinet;Février;2721;arrival
14103;Maine - Liancourt;Février;1159;arrival
14104;Boyer-Barret - Raymond Losserand;Février;1421;arrival
14106;Marc Sangnier - Porte de Vanves;Février;629;arrival
14108;Le Brix et Mesmin - Jourdan;Février;784;arrival
14110;Abbé Carton - Plantes;Février;751;arrival
14111;Cassini - Denfert-Rochereau;Février;962;arrival
14112;Méchain - Faubourg Saint-Jacques;Février;880;arrival
14113;Santé - Arago;Février;1367;arrival
14116;Romain Rolland;Février;508;arrival
14117;Gare Montparnasse - René Mouchotte;Février;2173;arrival
14122;Colonel Monteil - Brune;Février;653;arrival
14124;David Weill - Parc Montsouris;Février;1839;arrival
14125;Dareau - Broussais;Février;1448;arrival
14127;Odessa - Départ;Février;1816;arrival
14128;Gergovie - Vercingétorix;Février;1288;arrival
14130;Jonquoy - Didot;Février;839;arrival
14131;Jourdan - Monticelli;Février;1845;arrival
14132;Bézout - Général Leclerc;Février;2846;arrival
14133;Froidevaux - Boulard;Février;1223;arrival
14134;Château - Place de Catalogne;Février;1074;arrival
14135;Jourdan - Cité Universitaire;Février;2075;arrival
14136;Auguste Cain - Jean Moulin;Février;700;arrival
14137;Maurice d'Ocagne - General Maudhuy;Février;489;arrival
14138;Porte de Vanves;Février;2857;arrival
14139;Pierre Larousse - Raymond Losserand;Février;1804;arrival
15001;Gare Montparnasse - Arrivée;Février;2809;arrival
15002;Maine - Antoine Bourdelle;Février;1026;arrival
15003;Gare Montparnasse - Vaugirard;Février;3624;arrival
15004;Vaugirard - Pasteur;Février;1909;arrival
15005;Place Jacques et Thérèse Tréfouël;Février;980;arrival
15006;Cherche-Midi - Hôpital Necker;Février;4010;arrival
15008;Sèvres - Lecourbe;Février;4359;arrival
15009;Suffren - Pérignon;Février;2756;arrival
15010;Square Cambronne;Février;3399;arrival
15011;Cambronne - Villa Croix Nivert;Février;1783;arrival
15012;Cambronne - Mademoiselle;Février;3471;arrival
15013;Volontaire - Lecourbe;Février;5452;arrival
15014;Volontaires - Vaugirard;Février;2540;arrival
15017;Place Falguière;Février;2276;arrival
15018;Dutot - Place Alleray;Février;1573;arrival
15019;Paul Barruel - Vaugirard;Février;2106;arrival
15020;Mairie du 15ème;Février;2944;arrival
15021;Joseph Liouville - Croix Nivert;Février;2606;arrival
15022;Emile Zola - Fondary;Février;2959;arrival
15023;La Motte-Picquet - Grenelle;Février;1942;arrival
15024;Suffren - La Motte-Piquet;Février;1773;arrival
15025;Dupleix - du Guesclin;Février;1784;arrival
15026;Bir Hakeim;Février;3222;arrival
15027;Duhamel - André Gide;Février;580;arrival
15028;Grenelle - Dr Finlay;Février;2528;arrival
15029;Emeriau - Place de Brazzaville;Février;1377;arrival
15030;Emeriau - Beaugrenelle;Février;2984;arrival
15031;Théâtre - Lourmel;Février;2500;arrival
15032;Félix Faure - Lourmel;Février;2096;arrival
15033;Place Violet;Février;1843;arrival
15034;Lakanal - Commerce;Février;1909;arrival
15035;Place Etienne Pernet;Février;2216;arrival
15036;Croix Nivert - Square Saint-Lambert;Février;1533;arrival
15038;Place Adolphe Cherioux - Vaugirard;Février;4092;arrival
15039;Abbé Groult - Convention;Février;478;arrival
15040;Saint-Amand - Labrouste;Février;2211;arrival
15041;Franquet - Labrouste;Février;1382;arrival
15042;Henry Farman;Février;423;arrival
15043;Brancion - Lefebvre;Février;1484;arrival
15044;Dantzig - Lefebvre;Février;1108;arrival
15045;Porte de la Plaine;Février;411;arrival
15046;Parc Georges Brassens - Brancion;Février;1546;arrival
15047;Morillons - Dantzig;Février;1008;arrival
15049;Porte de Versailles;Février;1385;arrival
15050;Dominique Pado - Croix Nivert;Février;1310;arrival
15052;Convention - Vaugirard;Février;5028;arrival
15053;Lecourbe - Convention;Février;2342;arrival
15054;Lecourbe - Jean Maridor;Février;1520;arrival
15055;Vasco de Gama;Février;1781;arrival
15056;Place Balard;Février;1653;arrival
15057;Lucien Bossoutrot - Général Martial Vallin;Février;1151;arrival
15058;Place du Moulin de Javel;Février;897;arrival
15059;Parc André Citroën;Février;1282;arrival
15060;Place de la Montagne du Goulet;Février;1233;arrival
15061;Square Desnouettes;Février;1158;arrival
15062;Convention - Lourmel;Février;1691;arrival
15063;Convention - Saint-Charles;Février;1928;arrival
15064;Javel - André Citroën;Février;2152;arrival
15067;Desaix - Edgar Faure;Février;771;arrival
15068;Général Martial Valin - Pont du Garigliano;Février;728;arrival
15069;Félix Faure - Convention;Février;2870;arrival
15070;Balard - Montagne de la Fage;Février;1274;arrival
15071;Suffren - Champ de Mars;Février;1197;arrival
15072;Place Fernand Forest;Février;2576;arrival
15102;Square Bela Bartok;Février;642;arrival
15103;Cauchy - Cévennes;Février;865;arrival
15104;Hôpital Européen Georges Pompidou;Février;1662;arrival
15105;Fédération - Suffren;Février;1183;arrival
15106;Grenelle - Violet;Février;2079;arrival
15107;Palais des Sports;Février;844;arrival
15108;Lourmel - Marie Skobtsov;Février;1829;arrival
15109;Cevennes - Bergers;Février;2074;arrival
15110;Place Robert Guillemard;Février;891;arrival
15111;Olivier de Serres - Leriche;Février;1976;arrival
15112;Vigée-Lebrun - Anselme Payen;Février;1110;arrival
15113;Arsonval - Falguière;Février;1339;arrival
15114;Pasteur - Cotentin;Février;1607;arrival
15120;Colonel Pierre Avia;Février;817;arrival
15122;Place Charles Vallin;Février;3080;arrival
15123;Commerce - Letellier;Février;2832;arrival
15125;Parc Suzanne Lenglen;Février;2805;arrival
15126;Ernest Renan - Parc des Expositions;Février;1384;arrival
15127;Place Charles Michels;Février;2955;arrival
15128;Cadix - Hameau;Février;1752;arrival
15129;Hôpital Necker;Février;2172;arrival
15131;Charles Lecocq - Lecourbe;Février;1488;arrival
15132;Bargue -  Dutot;Février;1295;arrival
15133;Saint Lambert - Blomet;Février;2123;arrival
15201;Place Amédée Gordini - Lefebvre;Février;925;arrival
15311;Quai du Président Roosevelt - Pont Aval;Février;185;arrival
16001;Portugais - Kléber;Février;1033;arrival
16002;Pergolèse - Malakoff;Février;643;arrival
16003;André Maurois - Joseph et Marie Hackin;Février;684;arrival
16004;Université Paris Dauphine;Février;484;arrival
16005;Raymond Poincaré - Place Victor Hugo;Février;1069;arrival
16006;Lauriston - Copernic;Février;;arrival
16007;Longchamp - Place d'Iéna;Février;1418;arrival
16008;Galilée - Kléber;Février;1335;arrival
16009;Saint-Didier - Raymond Poincaré;Février;795;arrival
16010;Belles Feuilles - Place de Mexico;Février;705;arrival
16011;Victor Hugo - La Pompe;Février;1722;arrival
16012;Flandrin - Longchamp;Février;847;arrival
16013;Mairie du 16ème;Février;949;arrival
16014;Eylau - Trocadéro;Février;1708;arrival
16015;Bassano -  Iéna;Février;675;arrival
16016;Paul Doumer - La Tour;Février;1157;arrival
16017;Siam - La Pompe;Février;689;arrival
16018;Flandrin - Henri Martin;Février;619;arrival
16019;Porte de la Muette;Février;970;arrival
16020;Place de la Porte de Passy;Février;1272;arrival
16021;François Ponsard - La Muette;Février;1027;arrival
16022;Jean Bologne - Passy;Février;588;arrival
16023;Passy - Place du Costa Rica;Février;2186;arrival
16024;Ranelagh - Maison de la Radio;Février;1644;arrival
16025;Jean de la Fontaine - Boulainvilliers;Février;2047;arrival
16026;Ranelagh - Mozart;Février;2017;arrival
16027;Mozart - Jasmin;Février;916;arrival
16029;Maison de Radio - France;Février;1650;arrival
16030;Place de Barcelone - Mirabeau;Février;2645;arrival
16031;Vignes - Boulainvilliers;Février;751;arrival
16032;Eglise d'Auteuil;Février;1175;arrival
16033;Marché d'Auteuil;Février;1076;arrival
16034;Porte d'Auteuil;Février;1444;arrival
16036;Porte Molitor;Février;2335;arrival
16037;Molitor - Michel-Ange;Février;926;arrival
16038;Molitor - Chardon-Lagache;Février;824;arrival
16039;Exelmans - Versailles;Février;1569;arrival
16040;Exelmans - Michel-Ange;Février;1321;arrival
16041;Versailles - Claude Terrasse;Février;1739;arrival
16042;Murat - Porte de Saint-Cloud;Février;2250;arrival
16043;Place de Passy;Février;1274;arrival
16044;Porte de Saint Cloud - Parc des Princes;Février;1153;arrival
16101;Malakoff - Place de la Porte Maillot;Février;661;arrival
16102;Pergolèse - Marbeau;Février;529;arrival
16103;Traktir - Foch;Février;846;arrival
16104;Paul Valery - Victor Hugo;Février;762;arrival
16105;Crevaux - Bugeaud;Février;571;arrival
16107;Benjamin Godard - Victor Hugo;Février;893;arrival
16108;Sablons - Georges Mandel;Février;545;arrival
16110;Octave Feuillet - Albéric Magnard;Février;430;arrival
16111;Faustin Hélie - Desbordes-Valmore;Février;477;arrival
16112;Chernoviz - Raynouard;Février;498;arrival
16115;Raffet - Montmorency;Février;812;arrival
16116;George Sand - Jean de La Fontaine;Février;1065;arrival
16118;Michel-Ange - Parent de Rosan;Février;649;arrival
16121;Jardin d'Acclimatation;Février;810;arrival
16122;Route de la Muette - Porte de Neuilly;Février;804;arrival
16123;Mahatma Gandhi;Février;415;arrival
16124;Route de Sèvres - Porte de Bagatelle;Février;1097;arrival
16129;Ceinture du Lac Inferieure - Saint-Cloud;Février;951;arrival
16136;Théophile Gautier - François Millet;Février;1075;arrival
16138;Saint-Cloud - Hippodrome;Février;1001;arrival
16139;Suresnes - Muette à Neuilly;Février;1235;arrival
17001;Guy Môquet - Saint-Ouen;Février;2875;arrival
17003;Jacques Kellner - Saint-Ouen;Février;1615;arrival
17004;Legendre - Clichy;Février;3340;arrival
17005;Brochant - Clichy;Février;2330;arrival
17006;Guy Môquet - Compoint;Février;1637;arrival
17007;Navier - Epinettes;Février;1219;arrival
17008;Porte Pouchet-Bessières;Février;1718;arrival
17009;Paul Bodin - Clichy;Février;1405;arrival
17010;Jonquière - Docteur Paul Brousse;Février;1826;arrival
17011;Fragonard - Porte de Clichy;Février;3724;arrival
