Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
13017;Nationale - Vincent Auriol;OUI;33;29;3;1;2;OUI;OUI;2022-03-05T14:38:38+01:00;48.83252708397293,2.362354410392119;Paris;
12020;Cours de Vincennes - Soult;OUI;45;39;6;1;5;OUI;OUI;2022-03-05T14:41:52+01:00;48.846918761569306,2.4105220288038254;Paris;
2002;Etienne Marcel - Montorgueil;OUI;28;13;13;3;10;OUI;OUI;2022-03-05T14:42:57+01:00;48.86450567259199,2.3461959511041637;Paris;
15111;Olivier de Serres - Leriche;OUI;25;3;22;13;9;OUI;OUI;2022-03-05T14:42:33+01:00;48.83460221715206,2.2957482933998112;Paris;
2005;Montmartre - Etienne Marcel;OUI;16;2;13;6;7;OUI;OUI;2022-03-05T14:37:03+01:00;48.865021945810085,2.345068440144759;Paris;
3005;Sainte-Elisabeth - Turbigo;OUI;33;1;26;12;14;OUI;OUI;2022-03-05T14:41:09+01:00;48.86610337431042,2.359649240970612;Paris;
3009;Temple - Haudriettes;OUI;19;1;15;12;3;OUI;OUI;2022-03-05T14:41:12+01:00;48.861636880211584,2.356696020645806;Paris;
19129;Solitaires - Place des Fêtes;OUI;29;28;1;0;1;OUI;OUI;2022-03-05T14:42:04+01:00;48.876601,2.391769;Paris;
14132;Bézout - Général Leclerc;OUI;30;29;1;0;1;OUI;OUI;2022-03-05T14:42:02+01:00;48.82884804502439,2.3285973072052;Paris;
2021;Cléry - Montmartre;OUI;44;36;7;4;3;OUI;OUI;2022-03-05T14:41:45+01:00;48.867458,2.3445211;Paris;
3012;Square Emile - Chautemps;OUI;25;2;20;12;8;OUI;OUI;2022-03-05T14:41:38+01:00;48.86743372423056,2.353635728359223;Paris;
24006;Adolphe Lalyre - Armand Silvestre;OUI;40;20;19;5;14;OUI;OUI;2022-03-05T14:41:37+01:00;48.90406266961591,2.273416221141815;Courbevoie;
23702;Hôtel de Ville de Chaville;OUI;20;15;5;2;3;OUI;OUI;2022-03-05T14:38:58+01:00;48.80887149094033,2.188134044408798;Chaville;
4014;Blancs-Manteaux - Archives;OUI;29;8;19;13;6;OUI;OUI;2022-03-05T14:40:35+01:00;48.859418007030406,2.355947121977806;Paris;
22306;Place du 17 Octobre;OUI;20;12;8;7;1;OUI;OUI;2022-03-05T14:33:30+01:00;48.91962690034779,2.2978286134199792;Gennevilliers;
26005;Hôtel de Ville d'Asnières sur Seine;OUI;30;10;19;13;6;OUI;OUI;2022-03-05T14:40:56+01:00;48.90999330025577,2.288238108158112;Asnières-sur-Seine;
14022;Didot - Mariniers;OUI;35;34;1;0;1;OUI;OUI;2022-03-05T14:42:56+01:00;48.82650543613106,2.313136198271666;Paris;
19012;Lally-Tollendal - Armand Carrel;OUI;28;28;0;0;0;OUI;OUI;2022-03-05T14:36:00+01:00;48.88270066221072,2.374717555940151;Paris;
13125;Gare d'Austerlitz - Pont Charles de Gaulle;OUI;55;13;41;33;8;OUI;OUI;2022-03-05T14:42:43+01:00;48.842319830109304,2.3670300096273422;Paris;
31001;Lagny - Auguste Blanqui;OUI;27;23;0;0;0;OUI;OUI;2022-03-05T14:39:48+01:00;48.84922568052601,2.4218603968620305;Montreuil;
14023;Adolphe Pinard - Victor Hugo;OUI;52;52;0;0;0;OUI;OUI;2022-03-05T14:43:09+01:00;48.8236825874564,2.3077843710780144;Malakoff;
21507;Gardenat-Lapostol - Velettes;OUI;20;20;0;0;0;OUI;OUI;2022-03-05T14:40:15+01:00;48.87387,2.224185;Suresnes;
22504;Château - République;OUI;20;18;2;0;2;OUI;OUI;2022-03-05T14:41:05+01:00;48.905928,2.253629;La Garenne-Colombes;
22502;Kléber - National;OUI;20;5;15;5;10;OUI;OUI;2022-03-05T14:33:41+01:00;48.906333898712234,2.2393910586833954;La Garenne-Colombes;
4007;Place de la Bastille - Bourdon;OUI;35;5;28;23;5;OUI;OUI;2022-03-05T14:42:46+01:00;48.852364355271085,2.368108928203583;Paris;
3006;Mairie du 3ème;OUI;32;0;29;16;13;OUI;OUI;2022-03-05T14:42:55+01:00;48.86446178139141,2.361762821674347;Paris;
9111;Victoire - Laffitte;OUI;20;7;11;4;7;OUI;OUI;2022-03-05T14:34:13+01:00;48.87514373494672,2.338118505144376;Paris;
15062;Convention - Lourmel;OUI;36;5;30;24;6;OUI;OUI;2022-03-05T14:40:43+01:00;48.84205504165568,2.2859910875558853;Paris;
48005;Eugène Varlin - Place de la Paix;OUI;23;22;1;0;1;OUI;OUI;2022-03-05T14:37:59+01:00;48.792862,2.363093;Villejuif;
18136;Poulet - Barbès;OUI;20;17;2;0;2;OUI;OUI;2022-03-05T14:42:48+01:00;48.887148,2.349064;Paris;
21215;Verdier - Jean Jaurès;OUI;33;30;3;2;1;OUI;OUI;2022-03-05T14:33:17+01:00;48.81614048711214,2.3123561963438988;Montrouge;
1014;Rivoli - Musée du Louvre;OUI;24;0;24;13;11;OUI;OUI;2022-03-05T14:42:33+01:00;48.86364636851945,2.33409583568573;Paris;
41208;Alouettes - Maréchal de Lattre de Tassigny;OUI;22;9;11;4;7;OUI;OUI;2022-03-05T14:43:13+01:00;48.85511009293948,2.4930700287222862;Fontenay-sous-Bois;
14133;Froidevaux - Boulard;OUI;35;32;1;1;0;OUI;OUI;2022-03-05T14:42:22+01:00;48.83514731962543,2.3294411972165108;Paris;
42704;Mairie du Kremlin-Bicêtre;OUI;25;23;1;1;0;OUI;OUI;2022-03-05T14:41:15+01:00;48.81191981537702,2.3570189997553825;Le Kremlin-Bicêtre;
42211;Séminaire de Conflans - Liberté;OUI;26;12;14;9;5;OUI;OUI;2022-03-05T14:42:22+01:00;48.823194,2.404179;Charenton-le-Pont;
4101;Bastille - Beaumarchais;OUI;23;11;12;6;6;OUI;OUI;2022-03-05T14:42:45+01:00;48.85383346385182,2.3685702681541443;Paris;
3003;Fille du Calvaire - Turenne;OUI;29;6;21;11;10;OUI;OUI;2022-03-05T14:40:55+01:00;48.86210505412563,2.3649600148200993;Paris;
4012;Tiron - Rivoli;OUI;28;2;25;9;16;OUI;OUI;2022-03-05T14:42:51+01:00;48.85569225323279,2.357905805110932;Paris;
4017;Place de l'Hôtel de Ville;OUI;14;1;13;9;4;OUI;OUI;2022-03-05T14:42:20+01:00;48.8573314,2.351458;Paris;
4009;Village Saint-Paul;OUI;28;2;25;14;11;OUI;OUI;2022-03-05T14:42:10+01:00;48.852639866624806,2.3607301712036137;Paris;
10041;Gare du Nord - La Chapelle;OUI;18;16;2;1;1;OUI;OUI;2022-03-05T14:43:05+01:00;48.884178287285735,2.3561057075858116;Paris;
2012;Choiseul - Quatre Septembre;OUI;44;28;14;9;5;OUI;OUI;2022-03-05T14:41:42+01:00;48.8699355331869,2.3359975218772893;Paris;
26006;Bas - Gabriel Péri;OUI;30;21;9;5;4;OUI;OUI;2022-03-05T14:41:00+01:00;48.91585580539625,2.2948095202445984;Asnières-sur-Seine;
16044;Porte de Saint Cloud - Parc des Princes;OUI;32;24;8;4;4;OUI;OUI;2022-03-05T14:43:12+01:00;48.83866275706582,2.2525164484977727;Paris;
42026;Barbès - Monique Maunoury;OUI;40;38;2;1;1;OUI;OUI;2022-03-05T14:36:41+01:00;48.81552718820216,2.3687169334905405;Ivry-sur-Seine;
44001;Quai Jules Guesde - Saint-Simon;OUI;30;7;22;10;12;OUI;OUI;2022-03-05T14:43:12+01:00;48.80391487218989,2.408966162027371;Vitry-sur-Seine;
4015;Mairie du 4ème;OUI;44;2;41;31;10;OUI;OUI;2022-03-05T14:43:05+01:00;48.85594991049653,2.3563823103904724;Paris;
19111;Cesaria Evora - Rosa Parks;OUI;40;28;10;5;5;OUI;OUI;2022-03-05T14:43:11+01:00;48.89717672825043,2.3745173960924144;Paris;
12163;Hippodrome Paris-Vincennes;OUI;42;25;16;9;7;OUI;OUI;2022-03-05T14:43:14+01:00;48.82048387758518,2.446271181106568;Paris;
1012;Jean-Jacques Rousseau - Deux Ecus;OUI;22;1;21;16;5;OUI;OUI;2022-03-05T14:38:32+01:00;48.86297805972131,2.3414635285735126;Paris;
21509;Gardenat Lapostol - Franklin Roosevelt;OUI;24;22;2;1;1;OUI;OUI;2022-03-05T14:36:51+01:00;48.871839,2.222505;Suresnes;
35012;Candale - Mehul;OUI;25;18;7;3;4;OUI;OUI;2022-03-05T14:35:10+01:00;48.8893935006175,2.414379715919495;Pantin;
3002;Saint-Gilles - Turenne;OUI;18;3;13;9;4;OUI;OUI;2022-03-05T14:40:55+01:00;48.85815895677863,2.364714992099186;Paris;
21505;Édouard Vaillant - Place Jean Jaurès;OUI;24;19;5;0;5;OUI;OUI;2022-03-05T14:39:56+01:00;48.86265537999924,2.2089037319128613;Suresnes;
3004;Place de la République - Temple;OUI;18;1;16;12;4;OUI;OUI;2022-03-05T14:42:32+01:00;48.86721120185892,2.363546437054538;Paris;
1025;Oratoire - Rivoli;OUI;18;1;17;11;6;OUI;OUI;2022-03-05T14:38:06+01:00;48.861342760889265,2.3400047421455388;Paris;
2004;Square Pierre Lazareff;OUI;17;8;6;6;0;OUI;OUI;2022-03-05T14:41:18+01:00;48.867141720745806,2.348393350839615;Paris;
33020;Waldeck Rochet - Germaine Tillon;OUI;31;25;5;2;3;OUI;OUI;2022-03-05T14:41:19+01:00;48.91105960199651,2.3676301538944244;Aubervilliers;
19130;Place Paul Delouvrier;OUI;26;13;13;8;5;OUI;OUI;2022-03-05T14:41:14+01:00;48.89197621431365,2.3851288855075836;Paris;
31104;Mairie de Rosny-sous-Bois;OUI;30;20;10;0;10;OUI;OUI;2022-03-05T14:33:44+01:00;48.87125651901151,2.4865807592868805;Rosny-sous-Bois;
18015;Custine - Ramey;OUI;41;36;4;1;3;OUI;OUI;2022-03-05T14:41:54+01:00;48.888735896947054,2.3469526693224907;Paris;
9039;Chaussée d'Antin - Haussmann;OUI;28;13;14;12;2;OUI;OUI;2022-03-05T14:40:39+01:00;48.87243,2.33359;Paris;
2016;Aboukir - Alexandrie;OUI;21;17;3;0;3;OUI;OUI;2022-03-05T14:40:59+01:00;48.86868344444473,2.3502043269474897;Paris;
13038;Choisy - Malmaisons;OUI;25;17;8;4;4;OUI;OUI;2022-03-05T14:43:05+01:00;48.821919702956144,2.3633468834070914;Paris;
22506;Gare des Vallées;OUI;20;1;19;10;9;OUI;OUI;2022-03-05T14:43:05+01:00;48.913179,2.257726;La Garenne-Colombes;
13054;Pau Casals - Neuve Tolbiac;OUI;53;5;46;26;20;OUI;OUI;2022-03-05T14:43:09+01:00;48.8311602,2.3774395;Paris;
2008;Mairie du 2ème;OUI;28;14;14;14;0;OUI;OUI;2022-03-05T14:42:44+01:00;48.8672190355135,2.3404625437747044;Paris;
4018;Saint-Bon - Rivoli;OUI;19;1;15;6;9;OUI;OUI;2022-03-05T14:42:25+01:00;48.857999643314926,2.350217280976349;Paris;
32019;Place du 8 mai 1945;OUI;30;2;24;16;8;OUI;OUI;2022-03-05T14:42:26+01:00;48.938882272105374,2.3566243797540665;Saint-Denis;
17106;Berthier - Porte de Clichy;OUI;24;3;18;11;7;OUI;OUI;2022-03-05T14:40:42+01:00;48.894222687781095,2.3125872006815977;Paris;
1026;Place du Lieutenant Henri Karcher;OUI;30;2;28;22;6;OUI;OUI;2022-03-05T14:42:38+01:00;48.863490871724466,2.3400671035051346;Paris;
1018;Alger - Rivoli;OUI;21;2;17;6;11;OUI;OUI;2022-03-05T14:42:43+01:00;48.86477355349535,2.329449393612793;Paris;
23101;Grande Rue - Europe;OUI;25;22;3;0;3;OUI;OUI;2022-03-05T14:39:49+01:00;48.8218104687602,2.205879874527455;Sèvres;
12157;Fabre d'Eglantine - Place de la Nation;OUI;68;60;8;1;7;OUI;OUI;2022-03-05T14:42:55+01:00;48.8471116,2.3956204;Paris;
2009;Filles Saint-Thomas - Place de la Bourse;OUI;58;44;12;3;9;OUI;OUI;2022-03-05T14:41:06+01:00;48.86889989085307,2.3397543845203477;Paris;
15040;Saint-Amand - Labrouste;OUI;36;34;2;0;2;OUI;OUI;2022-03-05T14:42:29+01:00;48.834097274832295,2.3087677359581;Paris;
1116;Ventadour - Opéra;OUI;27;2;25;14;11;OUI;OUI;2022-03-05T14:43:11+01:00;48.866810653323,2.334388448251871;Paris;
6026;Saint-Placide - Cherche Midi;OUI;66;9;55;39;16;OUI;OUI;2022-03-05T14:42:48+01:00;48.8490535919234,2.325317971408367;Paris;
27001;Square Victor Basch;OUI;20;4;12;10;2;OUI;OUI;2022-03-05T14:39:07+01:00;48.91430486226092,2.2289156913757324;Colombes;
42018;Amédée Huon - Fort d'Ivry;OUI;31;30;1;1;0;OUI;OUI;2022-03-05T14:42:06+01:00;48.805131376899986,2.388489693403244;Ivry-sur-Seine;
12164;Stade Pershing;OUI;26;15;9;3;6;OUI;OUI;2022-03-05T14:42:16+01:00;48.829107826857424,2.458353526890278;Paris;
1023;Saint-Honoré - Musée du Louvre;OUI;22;2;18;17;1;OUI;OUI;2022-03-05T14:43:12+01:00;48.86344313284792,2.3348781846405102;Paris;
1017;Saint-Honoré - 29 juillet;OUI;20;1;19;13;6;OUI;OUI;2022-03-05T14:41:04+01:00;48.86557114282421,2.330567417577153;Paris;
48008;Guy Môquet - Parvis Georges Marchais;OUI;30;28;2;0;2;OUI;OUI;2022-03-05T14:43:13+01:00;48.79518840095975,2.35943466424942;Villejuif;
14134;Château - Place de Catalogne;OUI;33;31;2;0;2;OUI;OUI;2022-03-05T14:39:58+01:00;48.836805542262134,2.3185293003916745;Paris;
6007;Bréa - Raspail;OUI;24;19;4;0;4;OUI;OUI;2022-03-05T14:40:04+01:00;48.842738478257814,2.329794221763396;Paris;
17021;Jouffroy d'Abbans - Villiers;OUI;34;32;2;1;1;OUI;OUI;2022-03-05T14:42:43+01:00;48.88421554703737,2.3056533560156827;Paris;
3007;Archives - Pastourelle;OUI;28;3;23;14;9;OUI;OUI;2022-03-05T14:42:51+01:00;48.8623615,2.3595041;Paris;
22601;Marx Dormoy - Château Sainte-Barbe;OUI;22;20;2;1;1;OUI;OUI;2022-03-05T14:40:26+01:00;48.791782341055324,2.297856844961643;Fontenay-aux-Roses;
31020;Résistance - Parmentier;OUI;35;35;0;0;0;OUI;OUI;2022-03-05T14:42:07+01:00;48.85965138131299,2.436705082654953;Montreuil;
28005;Jean Jaurès - Paul Lafargue;OUI;28;13;13;5;8;OUI;OUI;2022-03-05T14:43:04+01:00;48.88493317766629,2.248448878526687;Puteaux;
18112;Arthur Ranc - Hôpital Bichat;OUI;26;18;8;6;2;OUI;OUI;2022-03-05T14:39:39+01:00;48.8978712500682,2.333521842956543;Paris;
10201;Magenta - Chabrol;OUI;24;13;11;5;6;OUI;OUI;2022-03-05T14:43:01+01:00;48.876495350882045,2.3560990020632744;Paris;
42028;Verdun - Carnot;OUI;28;25;2;2;0;OUI;OUI;2022-03-05T14:40:24+01:00;48.808439376064946,2.373795211315155;Ivry-sur-Seine;
5003;Le Goff - Gay-Lussac;OUI;35;25;9;2;7;OUI;OUI;2022-03-05T14:42:05+01:00;48.8461024009786,2.3412207886576653;Paris;
1013;Place du Palais Royal;OUI;67;0;65;42;23;OUI;OUI;2022-03-05T14:41:46+01:00;48.862382970646635,2.33848225325346;Paris;
16139;Suresnes - Muette à Neuilly;OUI;30;22;6;3;3;OUI;OUI;2022-03-05T14:41:59+01:00;48.86857040434825,2.266000919044018;Paris;
2006;Place des Victoires;OUI;24;10;14;10;4;OUI;OUI;2022-03-05T14:39:25+01:00;48.8660354,2.3420333;Paris;
35005;Quai de l'Aisne - Général Leclerc;OUI;27;15;12;4;8;OUI;OUI;2022-03-05T14:42:57+01:00;48.895713,2.400571;Pantin;
21119;Belfort - Victor Hugo;OUI;24;7;16;11;5;OUI;OUI;2022-03-05T14:39:26+01:00;48.9018492,2.3172724;Clichy;
48007;Parc Départemental des Hautes-Bruyères;OUI;30;28;2;1;1;OUI;OUI;2022-03-05T14:36:42+01:00;48.793457901398945,2.3509012162685394;Villejuif;
2020;Danielle Casanova - Opéra;OUI;20;1;17;8;9;OUI;OUI;2022-03-05T14:41:11+01:00;48.867643242297284,2.3333894088864326;Paris;
42004;Westermeyer - Paul Vaillant-Couturier;OUI;25;13;17;16;1;OUI;OUI;2022-03-05T14:42:54+01:00;48.819116181578764,2.3966637253761296;Ivry-sur-Seine;
20010;Sorbier - Gasnier-Guy;OUI;34;33;1;0;1;OUI;OUI;2022-03-05T14:42:00+01:00;48.86521763101122,2.39365965127945;Paris;
27006;Victor Hugo - Gare;OUI;22;5;15;6;9;OUI;OUI;2022-03-05T14:39:13+01:00;48.92313395265796,2.2600970417261124;Colombes;
23301;Les Blagis;OUI;27;25;2;0;2;OUI;OUI;2022-03-05T14:37:48+01:00;48.785205,2.302526;Sceaux;
12166;Parc Floral du Bel Air;OUI;25;6;19;11;8;OUI;OUI;2022-03-05T14:42:49+01:00;48.839285711865735,2.438560165464878;Paris;
44008;Youri Gagarine - Commune de Paris;OUI;33;0;33;16;17;OUI;OUI;2022-03-05T14:41:44+01:00;48.78242746304141,2.3939734697341923;Vitry-sur-Seine;
22603;Place de la Division Leclerc;OUI;35;34;1;0;1;OUI;OUI;2022-03-05T14:41:18+01:00;48.793824988636516,2.2731140430551027;Fontenay-aux-Roses;
34013;Blanqui - Docteur Bauer;OUI;28;13;13;9;4;OUI;OUI;2022-03-05T14:40:11+01:00;48.90773548908503,2.3407192814591364;Saint-Ouen-sur-Seine;
12113;Cardinal Lavigerie;OUI;46;40;5;4;1;OUI;OUI;2022-03-05T14:41:32+01:00;48.832934193699835,2.402636749399156;Paris;
48012;Stalingrad - Henri Luisette;OUI;26;20;6;0;6;OUI;OUI;2022-03-05T14:35:24+01:00;48.78363092456589,2.366935946761926;Villejuif;
2102;Saint-Marc - Feydeau;OUI;37;35;2;1;1;OUI;OUI;2022-03-05T14:40:45+01:00;48.870310661421705,2.341979183256626;Paris;
23303;Gare de Robinson;OUI;30;2;26;4;22;OUI;OUI;2022-03-05T14:42:21+01:00;48.7799259211605,2.281828634440899;Sceaux;
16010;Belles Feuilles - Place de Mexico;OUI;23;23;0;0;0;OUI;OUI;2022-03-05T14:37:50+01:00;48.86580474647378,2.282920628786087;Paris;
42022;Gare RER - Maurice Grandcoing;OUI;37;8;29;29;0;OUI;OUI;2022-03-05T14:41:34+01:00;48.813881,2.392429;Ivry-sur-Seine;
9019;Victor Massé - Jean-Baptiste Pigalle;OUI;18;13;5;1;4;OUI;OUI;2022-03-05T14:33:43+01:00;48.88110437240003,2.3366955667734146;Paris;
2022;Saint-Fiacre - Poissonière;OUI;35;29;4;1;3;OUI;OUI;2022-03-05T14:42:23+01:00;48.87082891155797,2.3459213599562645;Paris;
23042;André Theuriet - Blagis;OUI;30;23;6;4;2;OUI;OUI;2022-03-05T14:40:32+01:00;48.77977325745441,2.3130525648593903;Bourg-la-Reine;
45004;République - Louis Loucheur;OUI;37;0;36;19;17;OUI;OUI;2022-03-05T14:42:45+01:00;48.823549261189,2.5101865455508;Champigny-sur-Marne;
1015;Place André Malraux;OUI;19;18;0;0;0;NON;NON;2022-02-06T23:10:33+01:00;48.86392515872666,2.3356226831674576;Paris;
23202;Henri Barbusse - Gabriel Péri;OUI;27;25;2;1;1;OUI;OUI;2022-03-05T14:43:10+01:00;48.80177379583565,2.2874166362216375;Châtillon;
42019;Lampes;OUI;43;9;34;26;8;OUI;OUI;2022-03-05T14:42:23+01:00;48.81152481985875,2.4017931148409843;Ivry-sur-Seine;
23206;Béranger - Félix Faure;OUI;28;28;0;0;0;OUI;OUI;2022-03-05T14:39:11+01:00;48.80404828621485,2.2848263373723436;Châtillon;
2109;Réaumur - Montmartre;OUI;19;14;5;5;0;OUI;OUI;2022-03-05T14:43:08+01:00;48.86823099975891,2.343826033887573;Paris;
13049;Vincent Auriol - Louise Weiss;OUI;22;4;17;16;1;OUI;OUI;2022-03-05T14:43:01+01:00;48.834001935501,2.3703888058662;Paris;
32020;Jules Guesdes - Carnot;OUI;16;6;10;9;1;OUI;OUI;2022-03-05T14:34:23+01:00;48.93828169931872,2.3508992046117783;Saint-Denis;
6015;André Mazet - Saint-André des Arts;OUI;55;1;54;38;16;OUI;OUI;2022-03-05T14:42:38+01:00;48.85375581057431,2.3390958085656166;Paris;
19046;Porte de Pantin.;OUI;33;3;29;17;12;OUI;OUI;2022-03-05T14:42:37+01:00;48.889199725577164,2.3950181901454926;Paris;
10202;Bichat - Grange aux Belles;OUI;30;8;22;13;9;OUI;OUI;2022-03-05T14:41:29+01:00;48.873688,2.365015;Paris;
1024;Coquillière - Louvre;OUI;21;2;16;3;13;OUI;OUI;2022-03-05T14:42:46+01:00;48.86379590966231,2.3425736278295517;Paris;
8104;Chateaubriand - Friedland;OUI;0;0;0;0;0;NON;NON;2021-09-24T20:54:27+02:00;48.8740144756374,2.29991625786582;Paris;
1008;Les Halles - Saint-Eustache;OUI;32;1;30;15;15;OUI;OUI;2022-03-05T14:42:26+01:00;48.86362695901683,2.342623919248581;Paris;
42024;Danielle Casanova - Ledru-Rollin;OUI;28;21;6;4;2;OUI;OUI;2022-03-05T14:42:39+01:00;48.815783497876815,2.383259721100331;Ivry-sur-Seine;
44004;Place de l'Eglise - Vitry-sur-Seine;OUI;28;4;24;23;1;OUI;OUI;2022-03-05T14:43:03+01:00;48.791922819921815,2.395057752728462;Vitry-sur-Seine;
21704;Place du Maréchal de Lattre de Tassigny;OUI;27;23;3;3;0;OUI;OUI;2022-03-05T14:42:51+01:00;48.821707715257055,2.2853431485432423;Vanves;
19118;Simon Bolivar - Henri Turot;OUI;22;19;2;0;2;OUI;OUI;2022-03-05T14:34:55+01:00;48.876887,2.374454;Paris;
19121;Belleville -  Pré Saint-Gervais;OUI;21;21;0;0;0;OUI;OUI;2022-03-05T14:41:31+01:00;48.875565910073085,2.3930460959672923;Paris;
21011;Silly - Louis Blériot;OUI;23;13;10;8;2;OUI;OUI;2022-03-05T14:42:17+01:00;48.83219045374266,2.2340199351310734;Boulogne-Billancourt;
34011;Clef des Champs - Albert Dhalenne;OUI;28;7;18;10;8;OUI;OUI;2022-03-05T14:42:01+01:00;48.914938,2.330665;Saint-Ouen-sur-Seine;
12016;Saint-Mande - Picpus;OUI;35;35;0;0;0;OUI;OUI;2022-03-05T14:41:12+01:00;48.845127728277696,2.4015686296481897;Paris;
19114;Manin - Secrétan;OUI;20;10;8;1;7;OUI;OUI;2022-03-05T14:35:40+01:00;48.8791665,2.3787959;Paris;
10166;Strasbourg - Saint-Denis;OUI;16;6;9;7;2;OUI;OUI;2022-03-05T14:42:09+01:00;48.86960164243346,2.35429085791111;Paris;
21002;Place Denfert-Rochereau;OUI;20;17;2;0;2;OUI;OUI;2022-03-05T14:41:27+01:00;48.843252536286684,2.245987951755524;Boulogne-Billancourt;
23103;Manufacture Nationale;OUI;28;28;0;0;0;NON;NON;2021-02-28T15:26:50+01:00;48.828785140979505,2.2237222641706467;Sèvres;
8018;Saint-Augustin;OUI;31;30;1;1;0;OUI;OUI;2022-03-05T14:37:51+01:00;48.8762009747008,2.319786250591278;Paris;
42210;Victor Hugo - Paul Eluard;OUI;32;7;25;15;10;OUI;OUI;2022-03-05T14:38:27+01:00;48.819602554906844,2.4114319673050937;Charenton-le-Pont;
24004;Paix - Verdun;OUI;35;24;7;5;2;OUI;OUI;2022-03-05T14:42:08+01:00;48.900504,2.261173;Courbevoie;
20140;Paganini - Davout;OUI;22;12;10;6;4;OUI;OUI;2022-03-05T14:40:59+01:00;48.85135,2.412021;Paris;
13015;Chevaleret - Louise Weiss;OUI;35;12;21;15;6;OUI;OUI;2022-03-05T14:42:44+01:00;48.83258651335057,2.371211388119954;Paris;
20048;Bagnolet - Place Saint-Blaise;OUI;28;24;3;1;2;OUI;OUI;2022-03-05T14:36:51+01:00;48.85973,2.40334;Paris;
8040;Pierre Charron - Champs-Elysées;OUI;32;19;11;3;8;OUI;OUI;2022-03-05T14:38:40+01:00;48.870103359864174,2.3043501377105713;Paris;
17020;Jouffroy d'Abbans - Malesherbes;OUI;27;26;0;0;0;OUI;OUI;2022-03-05T14:37:14+01:00;48.8850134,2.3070717;Paris;
20003;Pyrénées - Cours de Vincennes;OUI;21;17;4;1;3;OUI;OUI;2022-03-05T14:42:42+01:00;48.84779677993506,2.406172156333924;Paris;
4005;Quai des Célestins - Henri IV;OUI;14;2;14;10;4;OUI;OUI;2022-03-05T14:42:27+01:00;48.8512971,2.3624535;Paris;
13024;Bobillot - Tolbiac;OUI;33;30;3;1;2;OUI;OUI;2022-03-05T14:41:55+01:00;48.8255961335041,2.350204177200794;Paris;
13051;Halle Freyssinet - Parvis Alan Turing;OUI;23;11;12;8;4;OUI;OUI;2022-03-05T14:43:01+01:00;48.832846814471,2.3711421713233;Paris;
23041;Général Leclerc - Bièvre;OUI;25;5;20;16;4;OUI;OUI;2022-03-05T14:42:21+01:00;48.782414428747316,2.3166695237159733;Bourg-la-Reine;
23703;Gare de Chaville Rive Gauche;OUI;18;14;4;0;4;OUI;OUI;2022-03-05T14:41:48+01:00;48.80516030434533,2.188277207314968;Chaville;
15069;Félix Faure - Convention;OUI;44;6;37;34;3;OUI;OUI;2022-03-05T14:42:16+01:00;48.841249336041045,2.288386600849503;Paris;
5027;Gobelins - Port-Royal;OUI;40;19;19;15;4;OUI;OUI;2022-03-05T14:40:55+01:00;48.83713590026284,2.3515201359987254;Paris;
8052;Balzac - Champs Elysées;OUI;30;17;13;9;4;OUI;OUI;2022-03-05T14:42:38+01:00;48.87269963962128,2.3001953959465027;Paris;
20142;Mûriers - Père Lachaise;OUI;20;19;0;0;0;OUI;OUI;2022-03-05T14:34:06+01:00;48.864130509668044,2.39164982067019;Paris;
11111;Léon Frot - Charonne;OUI;19;6;13;11;2;OUI;OUI;2022-03-05T14:40:54+01:00;48.854963800335234,2.387217085372007;Paris;
25007;Bons Raisins - Voltaire;OUI;24;21;3;0;3;OUI;OUI;2022-03-05T14:37:26+01:00;48.87282451461399,2.1947155570850896;Rueil-Malmaison;
48006;Maxime Gorki - Paul Vaillant-Couturier;OUI;20;19;1;0;1;OUI;OUI;2022-03-05T14:43:10+01:00;48.79673508795443,2.3683342337608337;Villejuif;
18135;Ney - Porte de Montmartre;OUI;24;10;12;7;5;OUI;OUI;2022-03-05T14:43:09+01:00;48.897918,2.3364872;Paris;
18016;Francoeur - Caulaincourt;OUI;34;30;2;0;2;OUI;OUI;2022-03-05T14:41:27+01:00;48.8899944409612,2.342529706656933;Paris;
24101;Place Charles de Gaulle;OUI;24;23;0;0;0;OUI;OUI;2022-03-05T14:42:50+01:00;48.82654572003984,2.189258873608822;Ville-d'Avray;
19117;Euryale Dehaynin - Loire;OUI;30;21;8;4;4;OUI;OUI;2022-03-05T14:40:16+01:00;48.886248917304805,2.3774591088294987;Paris;
12123;Château de Vincennes;OUI;52;39;13;3;10;OUI;OUI;2022-03-05T14:42:17+01:00;48.84423193255657,2.439209537709179;Paris;
34010;Hôtel de Ville de Saint-Ouen;OUI;48;10;35;23;12;OUI;OUI;2022-03-05T14:43:13+01:00;48.91138018578648,2.334007680760051;Saint-Ouen-sur-Seine;
19006;Mathis - Flandre;OUI;55;50;3;1;2;OUI;OUI;2022-03-05T14:41:55+01:00;48.8906429898976,2.3762554675340652;Paris;
10003;Hauteville - Bonne Nouvelle;OUI;17;13;4;3;1;OUI;OUI;2022-03-05T14:37:40+01:00;48.87077436024043,2.349649636832728;Paris;
13116;Place du Docteur Yersin;OUI;50;49;1;1;0;OUI;OUI;2022-03-05T14:42:52+01:00;48.82010494991975,2.3725583776831627;Paris;
